,amount,asset,date,signer,sender
606,15.698544,FTT,2022-01-01,HYLKPxEC6jU7Tfnv9CRdh97NgQQAChj9iwoVFcFGeUHy,HYLKPxEC6jU7Tfnv9CRdh97NgQQAChj9iwoVFcFGeUHy
607,12.693152,FTT,2022-01-01,JCi24aXNERWqJ7ZeuiZCpkgYKg5eNdnveACdWDxhA1pP,JCi24aXNERWqJ7ZeuiZCpkgYKg5eNdnveACdWDxhA1pP
608,2.008628,FTT,2022-01-02,36dDm4AaPz4ZNLf732DXKRr8yUKyrQMBd1oFsZvBKZJy,36dDm4AaPz4ZNLf732DXKRr8yUKyrQMBd1oFsZvBKZJy
609,600.0,FTT,2022-01-02,3ZYEMRcYmmxTG9NfPi9n7WjhoSJTf3QXPwFmJQkBAcAg,3ZYEMRcYmmxTG9NfPi9n7WjhoSJTf3QXPwFmJQkBAcAg
610,10.92347,FTT,2022-01-02,45jbR4havGSUuvSm9EQqpr19HKMCWaHzXvKKDs9Sfaon,45jbR4havGSUuvSm9EQqpr19HKMCWaHzXvKKDs9Sfaon
611,199.780678,FTT,2022-01-02,47V8oE6s8hCqfV7Ax1wtB3uxQDcP3iTJEd8Udrd3ULMA,47V8oE6s8hCqfV7Ax1wtB3uxQDcP3iTJEd8Udrd3ULMA
612,3.0,FTT,2022-01-02,4cQpzg7NXcjeWnkjP6Yq9KEJ7zWcSDGgr8rL1Ky3RQS2,4cQpzg7NXcjeWnkjP6Yq9KEJ7zWcSDGgr8rL1Ky3RQS2
613,30.91095,FTT,2022-01-02,5kDUbNeXtZ1Vj5regPcqyjmgXSCpeLHhbYLvedYYN6bc,5kDUbNeXtZ1Vj5regPcqyjmgXSCpeLHhbYLvedYYN6bc
614,0.499553,FTT,2022-01-02,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS
615,37.301873,FTT,2022-01-02,6t8uCBnf4D8p4hEdJASWUMG8JuC1RmV3fwfvoPXgyfoh,6t8uCBnf4D8p4hEdJASWUMG8JuC1RmV3fwfvoPXgyfoh
616,127.890003,FTT,2022-01-02,75fxZAvC6o2Bcunob81ef8wj5ckxTG4ZHdwYv2pAZdcR,75fxZAvC6o2Bcunob81ef8wj5ckxTG4ZHdwYv2pAZdcR
617,10.0,FTT,2022-01-02,9B98fmxowLqjNuSqL9kiNP89ZunmwgpJMgeZJCwXBErL,9B98fmxowLqjNuSqL9kiNP89ZunmwgpJMgeZJCwXBErL
618,50.0,FTT,2022-01-02,9USEMbTb2BDg2o4YrKkbguFLDDNY2a2rT7fDwmr8czYX,9USEMbTb2BDg2o4YrKkbguFLDDNY2a2rT7fDwmr8czYX
619,0.1,FTT,2022-01-02,ALM6Uihv1yF4HQ9a6bUKMVdGU9JHWZzAdroEtrX7XA9o,ALM6Uihv1yF4HQ9a6bUKMVdGU9JHWZzAdroEtrX7XA9o
620,500.0,FTT,2022-01-02,AyEfwLSMedSAkVra6nv1EbS555YJ1hkzzPx2XiaBdGkD,AyEfwLSMedSAkVra6nv1EbS555YJ1hkzzPx2XiaBdGkD
621,0.0051,FTT,2022-01-02,D8LtEyXhhK9nTZMGEJfc5i4FSHrNHx2Tt7sHrV6AKqJt,D8LtEyXhhK9nTZMGEJfc5i4FSHrNHx2Tt7sHrV6AKqJt
622,63.831668,FTT,2022-01-02,DhwZEHBWb1Q2A7UMv964YMKynKGDs8QKLkoiiUzfv9Ek,DhwZEHBWb1Q2A7UMv964YMKynKGDs8QKLkoiiUzfv9Ek
623,6.678469,FTT,2022-01-02,EGTdrfKH6RRjCBoBgrY43UfiFgMPRepwTxPvWEeBER5F,EGTdrfKH6RRjCBoBgrY43UfiFgMPRepwTxPvWEeBER5F
624,0.380351,FTT,2022-01-02,EpRzHtRutvc6QYjJWP7zfy51ZW4Ehwk937cFkbbseSV3,EpRzHtRutvc6QYjJWP7zfy51ZW4Ehwk937cFkbbseSV3
625,65.58,FTT,2022-01-02,Erxpp7L6y2XXjjegVSFbFCduSbqjdzqxnvtBHN3NrSUu,Erxpp7L6y2XXjjegVSFbFCduSbqjdzqxnvtBHN3NrSUu
626,2.317786,FTT,2022-01-02,FvqNDKWonA32gdcvH1rGzVhRwdFkHC84gE9iFQfjtNb2,FvqNDKWonA32gdcvH1rGzVhRwdFkHC84gE9iFQfjtNb2
627,27.883512,FTT,2022-01-02,GHKAMqHV3kbya3ccFD3jnCyMdpiAV9maLuxsmqe4RcBL,GHKAMqHV3kbya3ccFD3jnCyMdpiAV9maLuxsmqe4RcBL
628,10.0,FTT,2022-01-02,GztAk1gWLA3GLdLFujSe6oCrrkCgzLX3EmwWQz1uvatG,GztAk1gWLA3GLdLFujSe6oCrrkCgzLX3EmwWQz1uvatG
629,25.0,FTT,2022-01-02,Heer2YM6WardhQetRq9WocByZZBhWfGN2nggB5EyHQgD,Heer2YM6WardhQetRq9WocByZZBhWfGN2nggB5EyHQgD
630,10.0,FTT,2022-01-02,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt
631,7.439572,FTT,2022-01-03,2bURdPvLk6HhMA31foZw5Js5txUPM8bBeLPGnLda7U77,2bURdPvLk6HhMA31foZw5Js5txUPM8bBeLPGnLda7U77
632,17.218729,FTT,2022-01-03,2cEdXyHhkK6qzRwDYDquaN1URbhUMjid9ud3rnTfPHzk,2cEdXyHhkK6qzRwDYDquaN1URbhUMjid9ud3rnTfPHzk
633,15663.52677,FTT,2022-01-03,2snt5dgHxZJ2WT2dyiQGfnjPmEmSbHMgUvty19CCPhXi,2snt5dgHxZJ2WT2dyiQGfnjPmEmSbHMgUvty19CCPhXi
634,28.739546,FTT,2022-01-03,41WZxgF1ZzrtZejHgDUYg961RJpyzNwh6hZhLsSDpKUB,41WZxgF1ZzrtZejHgDUYg961RJpyzNwh6hZhLsSDpKUB
635,49.4,FTT,2022-01-03,4JfZGD25vjwQPTqNUtcVSM33aaATnyXWNUWd3hFQke1w,4JfZGD25vjwQPTqNUtcVSM33aaATnyXWNUWd3hFQke1w
636,9.345973,FTT,2022-01-03,4MuicN67RbxZSpvUXGuzTUcnvVi3CymfT9Pd3TyuWHUH,4MuicN67RbxZSpvUXGuzTUcnvVi3CymfT9Pd3TyuWHUH
637,49.483242,FTT,2022-01-03,4kGq86E5cYsZQqdL52oX8VN7fEwtcCYyVKcaysLHcpjm,4kGq86E5cYsZQqdL52oX8VN7fEwtcCYyVKcaysLHcpjm
638,1.0,FTT,2022-01-03,5R5VERfkFfUW3L9v48LHoY8TCL79y2UUTXSTL2Fgt5Uf,5R5VERfkFfUW3L9v48LHoY8TCL79y2UUTXSTL2Fgt5Uf
639,50.5,FTT,2022-01-03,5ZMBKT5AnWu4tWA4fW63MUJixQNp4qj3DadXNzpLYSvT,5ZMBKT5AnWu4tWA4fW63MUJixQNp4qj3DadXNzpLYSvT
640,25.2,FTT,2022-01-03,5adDsF7WMJfPtpLANtLLx7MxgdEtf6oALSJKMW4Rw891,5adDsF7WMJfPtpLANtLLx7MxgdEtf6oALSJKMW4Rw891
641,13.562254,FTT,2022-01-03,6VHKRsV67Hx6zUWdQs8FVNFW7Qb2SBsEd6jqMRD5UVGf,6VHKRsV67Hx6zUWdQs8FVNFW7Qb2SBsEd6jqMRD5UVGf
642,43.608879,FTT,2022-01-03,6df46H9p6knG9QovZvBh3Cj7tEaCT2RNk4FPwvq486rK,6df46H9p6knG9QovZvBh3Cj7tEaCT2RNk4FPwvq486rK
643,19.305991,FTT,2022-01-03,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr
644,49.688004,FTT,2022-01-03,6woJkgUd2cpQQQBEp1C2G9NsYAvPwYmZXXTd6AxhieMy,6woJkgUd2cpQQQBEp1C2G9NsYAvPwYmZXXTd6AxhieMy
645,1.84741,FTT,2022-01-03,7p4ZNBEYSvfNuF3JxmbdgtXsmdXUSXouEbME1pY99rSm,7p4ZNBEYSvfNuF3JxmbdgtXsmdXUSXouEbME1pY99rSm
646,39.384929,FTT,2022-01-03,8BhRYTddR8Q1LqPc61Wx5TYTjMUUZGb34qyuPnMN4a3Q,8BhRYTddR8Q1LqPc61Wx5TYTjMUUZGb34qyuPnMN4a3Q
647,700.0,FTT,2022-01-03,8XgZw7MLRmCoTgYTic9ZiDCsGW2YoVharQ1cGrMKtWsG,8XgZw7MLRmCoTgYTic9ZiDCsGW2YoVharQ1cGrMKtWsG
648,2.502755,FTT,2022-01-03,91tuBn8M1gxYt4bE8qmRK9EZm5GCknCm4NtzAWKiGf7S,91tuBn8M1gxYt4bE8qmRK9EZm5GCknCm4NtzAWKiGf7S
649,0.1,FTT,2022-01-03,9Qj97RusYC7ggsvN5yMKyBbKj879Ci9h8U2DecdAiGg5,9Qj97RusYC7ggsvN5yMKyBbKj879Ci9h8U2DecdAiGg5
650,119.902772,FTT,2022-01-03,A1trQrj4jxnqjUJt1NhsNNijW71HL4FpMtoH2xoMHBZN,A1trQrj4jxnqjUJt1NhsNNijW71HL4FpMtoH2xoMHBZN
651,36.935863,FTT,2022-01-03,AmASwHejc5MNtnVRpA9wJVH5k8g4V297tbdBs8jKBaFG,AmASwHejc5MNtnVRpA9wJVH5k8g4V297tbdBs8jKBaFG
652,25.714922,FTT,2022-01-03,Awb8grrwP1YYMa9oR9y2NKDYKrNQeKQXtiVMbgKDJSvM,Awb8grrwP1YYMa9oR9y2NKDYKrNQeKQXtiVMbgKDJSvM
653,9.770814,FTT,2022-01-03,BNx9GNMkNfeicgYBC2Ukh5qppCoCvFyonvFsH532bMQu,BNx9GNMkNfeicgYBC2Ukh5qppCoCvFyonvFsH532bMQu
654,9.651793,FTT,2022-01-03,CBmRwjkB48PpQWKrWknC6V4KCJM5eqJ844HaaVv8VgHb,CBmRwjkB48PpQWKrWknC6V4KCJM5eqJ844HaaVv8VgHb
655,48.435345,FTT,2022-01-03,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7
656,1000.0,FTT,2022-01-03,DMA7DWbCvTE1CahLGGoTDzKL29Z9myRQTx8gbqzgYNBc,DMA7DWbCvTE1CahLGGoTDzKL29Z9myRQTx8gbqzgYNBc
657,5.633759,FTT,2022-01-03,EiNtkuXWafcSBkB4G4okLUUU5CZSLjxF197apLJbsoui,EiNtkuXWafcSBkB4G4okLUUU5CZSLjxF197apLJbsoui
658,10.011912,FTT,2022-01-03,EthYert3T56x89KZ6oNMaDJuyECAyHN4Ra3yJVj4Yugi,EthYert3T56x89KZ6oNMaDJuyECAyHN4Ra3yJVj4Yugi
659,4.113106,FTT,2022-01-03,FtmcaqXQ4MNvei4QPgKRWFyY9uT4YrQRUk1ggBTGaEy5,FtmcaqXQ4MNvei4QPgKRWFyY9uT4YrQRUk1ggBTGaEy5
660,3.1,FTT,2022-01-03,GLaH9J96mDSbezAmUfmFRi8z45fQsJdYedipT6t2T3zL,GLaH9J96mDSbezAmUfmFRi8z45fQsJdYedipT6t2T3zL
661,3.097591,FTT,2022-01-03,H2onQfHGGxHjGUt9g6Mc8roPJnkRa251H23L59f3AB7b,H2onQfHGGxHjGUt9g6Mc8roPJnkRa251H23L59f3AB7b
662,4.915215,FTT,2022-01-03,Krw1qTDKuu7AKdCZBz4FRhBj6136yKD2YkrnUUuG9XU,Krw1qTDKuu7AKdCZBz4FRhBj6136yKD2YkrnUUuG9XU
663,17.473038,FTT,2022-01-03,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o
664,10.12458,FTT,2022-01-03,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2
665,1.623021,FTT,2022-01-04,2FTBkiF8fptxMoeWMxBjvbwcv46Te24E4uPL92Qze6Fy,2FTBkiF8fptxMoeWMxBjvbwcv46Te24E4uPL92Qze6Fy
666,5.295291,FTT,2022-01-04,3WAKxQ4NK7SYenxj93shDa1M9CUcNYCy2738LVuaSNza,3WAKxQ4NK7SYenxj93shDa1M9CUcNYCy2738LVuaSNza
667,21.891571,FTT,2022-01-04,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s
668,4.0,FTT,2022-01-04,4uMXro9tnQHFWS3uyabvM6e5PHTabQf4XxeZE9xvVdTB,4uMXro9tnQHFWS3uyabvM6e5PHTabQf4XxeZE9xvVdTB
669,1.721567,FTT,2022-01-04,4w4K8qtgKUbt8qNcdPdBAdo8Ke38S7avEVgZFSHz11Xp,4w4K8qtgKUbt8qNcdPdBAdo8Ke38S7avEVgZFSHz11Xp
670,25.0,FTT,2022-01-04,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa
671,1.3,FTT,2022-01-04,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY
672,37.603955,FTT,2022-01-04,5MsSoDhuDoSvE2DkripR2byQUBhP1DsVnt5p8y5Wr9WG,5MsSoDhuDoSvE2DkripR2byQUBhP1DsVnt5p8y5Wr9WG
673,4.61171,FTT,2022-01-04,6K2m4zFPFjecwWFiNFYXKzwuEXV8GKxYHsq6Kcq4S4xW,6K2m4zFPFjecwWFiNFYXKzwuEXV8GKxYHsq6Kcq4S4xW
674,47.1,FTT,2022-01-04,6ZukExHdSe1Bfp1NYH99fSFZ6owjKbd3QzM4FDoAf2dC,6ZukExHdSe1Bfp1NYH99fSFZ6owjKbd3QzM4FDoAf2dC
675,1.849503,FTT,2022-01-04,6iMmAKLuRPwN5FjxEr2gTWaC3FYkipENf8frH5FK2EvH,6iMmAKLuRPwN5FjxEr2gTWaC3FYkipENf8frH5FK2EvH
676,1215.073339,FTT,2022-01-04,7cD9AW95DgVURohuTy2jZFGVC4pGafSyeR8hieZvTQTc,7cD9AW95DgVURohuTy2jZFGVC4pGafSyeR8hieZvTQTc
677,1.244383,FTT,2022-01-04,8H3wpvfcJHx6JkkYL1AoEA4ifLgX7bCsDA5NcnTUMpw6,8H3wpvfcJHx6JkkYL1AoEA4ifLgX7bCsDA5NcnTUMpw6
678,10.060448,FTT,2022-01-04,9SWK49qSXwbyuzFPRFnywRwJPbPHrirXEwaKzbKsLCHv,9SWK49qSXwbyuzFPRFnywRwJPbPHrirXEwaKzbKsLCHv
679,200.0,FTT,2022-01-04,9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby,9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby
680,1.657246,FTT,2022-01-04,AERy8SD4GcR5wCW2dTcDotR3oNZFgyg4yPkv4wq34eFR,AERy8SD4GcR5wCW2dTcDotR3oNZFgyg4yPkv4wq34eFR
681,50.0,FTT,2022-01-04,B1fBtS2qYULQXpWkgmfBLLpUoa1T6DDMfR25XNRX65DK,B1fBtS2qYULQXpWkgmfBLLpUoa1T6DDMfR25XNRX65DK
682,1.966282,FTT,2022-01-04,BH49yxufHwYTgbzuwi7bYgRMCoSTUjnMXqB7eBjKCCKp,BH49yxufHwYTgbzuwi7bYgRMCoSTUjnMXqB7eBjKCCKp
683,7.252312,FTT,2022-01-04,BTHgWAeePGHUPjTtXVhcJV4odgmSytBeko67XnVLv9w8,BTHgWAeePGHUPjTtXVhcJV4odgmSytBeko67XnVLv9w8
684,6.864981,FTT,2022-01-04,BjyZWwz1ARSfmPkHXHBzehq5NsH4DRJiu4zFMkqsKu6A,BjyZWwz1ARSfmPkHXHBzehq5NsH4DRJiu4zFMkqsKu6A
685,2.00415,FTT,2022-01-04,CUB52tvR4SPm9QrbipEF5hxvzKuRGgDuvihXL38fiETZ,CUB52tvR4SPm9QrbipEF5hxvzKuRGgDuvihXL38fiETZ
686,12.882419,FTT,2022-01-04,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ
687,2177.732648,FTT,2022-01-04,DM2M2qLucxu6BDsYbn64M45a4n2Aft6WsmojqRMZepZL,DM2M2qLucxu6BDsYbn64M45a4n2Aft6WsmojqRMZepZL
688,40.373587,FTT,2022-01-04,DT1SqwmvhDwzuN5k9Muo9fJkYEsiLCXuQ4VifePrQDA2,DT1SqwmvhDwzuN5k9Muo9fJkYEsiLCXuQ4VifePrQDA2
689,2.0,FTT,2022-01-04,FmoLSUF2vWzMDFvLcYc5hpsyujXZ7SyiQwi6eNYosMSR,FmoLSUF2vWzMDFvLcYc5hpsyujXZ7SyiQwi6eNYosMSR
690,48.326707,FTT,2022-01-04,GAsAmsnkZqgoaT1umZsgXmMVTyG8pHpfyiMy7qHkFVk5,GAsAmsnkZqgoaT1umZsgXmMVTyG8pHpfyiMy7qHkFVk5
691,25.0,FTT,2022-01-04,GvT4rYWwAaKJDDGP6NbpBq8GTAMhEsUZQQMGL5V5DQHp,GvT4rYWwAaKJDDGP6NbpBq8GTAMhEsUZQQMGL5V5DQHp
692,122.034788,FTT,2022-01-04,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE
693,0.206061,FTT,2022-01-04,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc
694,5.0,FTT,2022-01-04,J6dkuoaun8cGYAmRigRtnb8m1TuTT8CQbJ8p4wEVMe8m,J6dkuoaun8cGYAmRigRtnb8m1TuTT8CQbJ8p4wEVMe8m
695,2.0,FTT,2022-01-04,dJmJzF4nesWtSTqPmEYm7uFQU5b5Lh1EPLuLK6T4npB,dJmJzF4nesWtSTqPmEYm7uFQU5b5Lh1EPLuLK6T4npB
696,11.930512,FTT,2022-01-04,ttFkVFcd7XwmKouRfbuaaBbq1uJrmPVqa2BkYxDuVWy,ttFkVFcd7XwmKouRfbuaaBbq1uJrmPVqa2BkYxDuVWy
697,25.095183,FTT,2022-01-05,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt
698,500.0,FTT,2022-01-05,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5
699,4.107728,FTT,2022-01-05,4S22xbkRNnNFUyzriSbCDnaUNhqMLPexg369GC8B17dK,4S22xbkRNnNFUyzriSbCDnaUNhqMLPexg369GC8B17dK
700,94.0,FTT,2022-01-05,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s
701,70.0,FTT,2022-01-05,4i64f76aWbPGtsKh7FWCLfwruQuT4L9Mncbaha4LnFoV,4i64f76aWbPGtsKh7FWCLfwruQuT4L9Mncbaha4LnFoV
702,1.0,FTT,2022-01-05,5KeKUDc9zm3679pZQkfkJMmmqrp3Qy1Y9fNYnrZPLbSv,5KeKUDc9zm3679pZQkfkJMmmqrp3Qy1Y9fNYnrZPLbSv
703,7.705551,FTT,2022-01-05,5jczeFvjySrUnRT9Uhi54ubkU3xhUU3USeGmd5yHGp4W,5jczeFvjySrUnRT9Uhi54ubkU3xhUU3USeGmd5yHGp4W
704,10.0,FTT,2022-01-05,AZxBf7A6Br4edByKLzAndj9QkVzGzJdcC6D2UWFUQV1Q,AZxBf7A6Br4edByKLzAndj9QkVzGzJdcC6D2UWFUQV1Q
705,16.59668,FTT,2022-01-05,BpmGxaTpR7if9iZbtGsiCmfVnuJBSgDXNqcxLbV3jKfv,BpmGxaTpR7if9iZbtGsiCmfVnuJBSgDXNqcxLbV3jKfv
706,7.588851,FTT,2022-01-05,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7
707,47.9,FTT,2022-01-05,DhwZEHBWb1Q2A7UMv964YMKynKGDs8QKLkoiiUzfv9Ek,DhwZEHBWb1Q2A7UMv964YMKynKGDs8QKLkoiiUzfv9Ek
708,79.9,FTT,2022-01-05,DoJBWqGKCJBG2WzMooAZ45hBAH1TbyCANnaQi9UbS14d,DoJBWqGKCJBG2WzMooAZ45hBAH1TbyCANnaQi9UbS14d
709,1.0,FTT,2022-01-05,FfrQh1tth17MmWBP6bww4ZZnka63jqUJNb1Uib1iGLtf,FfrQh1tth17MmWBP6bww4ZZnka63jqUJNb1Uib1iGLtf
710,1.197039,FTT,2022-01-05,FgZRq8H4sXjxGPhWtUDZU1rU6PmPExw6h2E8bpdRzGPb,FgZRq8H4sXjxGPhWtUDZU1rU6PmPExw6h2E8bpdRzGPb
711,25.0,FTT,2022-01-05,GFa85iDz5UG9fXXbqPd6GWHNpfsBkKXLAraExGdMJfPa,GFa85iDz5UG9fXXbqPd6GWHNpfsBkKXLAraExGdMJfPa
712,0.3,FTT,2022-01-05,GYJVqvAQgZvR6pT3Sd8LthcvHeW8FNLnZe9gwCHFNcHJ,GYJVqvAQgZvR6pT3Sd8LthcvHeW8FNLnZe9gwCHFNcHJ
713,0.012,FTT,2022-01-05,HHuzpKeY7Q67AvtnU9YU1cuop5roZ1XH2JdNxdry95LB,HHuzpKeY7Q67AvtnU9YU1cuop5roZ1XH2JdNxdry95LB
714,0.130114,FTT,2022-01-05,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc
715,20.0,FTT,2022-01-05,HpXCSwZKQH2HAEpFAHvdMmzwE75Tk6UgxQjog6mAL5E5,HpXCSwZKQH2HAEpFAHvdMmzwE75Tk6UgxQjog6mAL5E5
716,2.152726,FTT,2022-01-05,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC
717,4.4,FTT,2022-01-05,j1oPci94Ufbouub355BcEUJAEZXBaBj3KqBiREAs1q4,j1oPci94Ufbouub355BcEUJAEZXBaBj3KqBiREAs1q4
718,3.100086,FTT,2022-01-06,2j4dxZEYaEqQUEAiCbyGhiLBC7Vb7r7sjgX2ijxFF9S3,2j4dxZEYaEqQUEAiCbyGhiLBC7Vb7r7sjgX2ijxFF9S3
719,25.0,FTT,2022-01-06,3edU4Tde4jvq5K4ngjm61DA6soxEGzmXbHXBTsUdHg3k,3edU4Tde4jvq5K4ngjm61DA6soxEGzmXbHXBTsUdHg3k
720,63.881547,FTT,2022-01-06,4i64f76aWbPGtsKh7FWCLfwruQuT4L9Mncbaha4LnFoV,4i64f76aWbPGtsKh7FWCLfwruQuT4L9Mncbaha4LnFoV
721,25.0,FTT,2022-01-06,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa
722,100.0,FTT,2022-01-06,8XgZw7MLRmCoTgYTic9ZiDCsGW2YoVharQ1cGrMKtWsG,8XgZw7MLRmCoTgYTic9ZiDCsGW2YoVharQ1cGrMKtWsG
723,45.010409,FTT,2022-01-06,AJ6jS6vLKF4Z6DencRpAQgbiuceXJMzkVVX1P9tdNDKP,AJ6jS6vLKF4Z6DencRpAQgbiuceXJMzkVVX1P9tdNDKP
724,0.914372,FTT,2022-01-06,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7,CQikhhQ9STuD1S3A45DGvUAtCdSs5pw2YwJ8Mk6U9Fs7
725,28.2,FTT,2022-01-06,CyW6FvC3BkGfm6hG2eoFGm6NTwRfGrgr7HJSVSDwWjGG,CyW6FvC3BkGfm6hG2eoFGm6NTwRfGrgr7HJSVSDwWjGG
726,30.00015,FTT,2022-01-06,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2
727,7.2,FTT,2022-01-07,136iL7VE7ZgAPpXjffu5uUULu1bix7ePjbgqY4ffPafa,136iL7VE7ZgAPpXjffu5uUULu1bix7ePjbgqY4ffPafa
728,1251.014744,FTT,2022-01-07,2dsEkAXA6M1MTCGyrFVrZdVkE8ooX5NXhFXeAk3C3gHt,2dsEkAXA6M1MTCGyrFVrZdVkE8ooX5NXhFXeAk3C3gHt
729,60.004265,FTT,2022-01-07,3WSe6vkoYaK3bXsHS3HQa8cqssAJzLLnvMgNNV6bRYAU,3WSe6vkoYaK3bXsHS3HQa8cqssAJzLLnvMgNNV6bRYAU
730,15.0,FTT,2022-01-07,4pWEXuX3DgbHznu7sJEHQ86iezQuSdyoqg9Eh2NaG6aH,4pWEXuX3DgbHznu7sJEHQ86iezQuSdyoqg9Eh2NaG6aH
731,50.0,FTT,2022-01-07,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa,54hjqySrj2kWEYdFZHx9QQTannnecYK4Cx9uWUWGYoKa
732,0.033918,FTT,2022-01-07,8LSTxq6teYuBZ6PjjpLzLgTyx2tpR36cpZxT47cSVJs4,8LSTxq6teYuBZ6PjjpLzLgTyx2tpR36cpZxT47cSVJs4
733,600.0,FTT,2022-01-07,8jGzSxCBjTuzj52JCJfBGjtgA2sAG5LFjuy4EzgteMQs,8jGzSxCBjTuzj52JCJfBGjtgA2sAG5LFjuy4EzgteMQs
734,5.912123,FTT,2022-01-07,9wqS8gK8Eu8PFwVXCiCRbhqRHxr7Gu96AmfqVTs1bqfd,9wqS8gK8Eu8PFwVXCiCRbhqRHxr7Gu96AmfqVTs1bqfd
735,3.487521,FTT,2022-01-07,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo
736,40.0,FTT,2022-01-07,Ek3ZjZEtJFUe33ZvwErkCBr3JqxBvcFAnbkEd6Gx7j5J,Ek3ZjZEtJFUe33ZvwErkCBr3JqxBvcFAnbkEd6Gx7j5J
737,242.77984,FTT,2022-01-07,FShE9XgRuGrQymP3YufsTejWqZh9ZA9njBmeoEbsAfnf,FShE9XgRuGrQymP3YufsTejWqZh9ZA9njBmeoEbsAfnf
738,9.0996,FTT,2022-01-07,FfrQh1tth17MmWBP6bww4ZZnka63jqUJNb1Uib1iGLtf,FfrQh1tth17MmWBP6bww4ZZnka63jqUJNb1Uib1iGLtf
739,125.73777,FTT,2022-01-07,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR
740,24.285239,FTT,2022-01-07,GFa85iDz5UG9fXXbqPd6GWHNpfsBkKXLAraExGdMJfPa,GFa85iDz5UG9fXXbqPd6GWHNpfsBkKXLAraExGdMJfPa
