,amount,asset,date,signer,sender
3903,24.395430991,mSOL,2022-01-03,6aQD6eNdxB8VPg7mdjL4RYM6p1KXEKsPX3nGMed3x7cL,6aQD6eNdxB8VPg7mdjL4RYM6p1KXEKsPX3nGMed3x7cL
3904,19.480273812,mSOL,2022-01-03,6vwhhD5KFoiqZyxWYnMPyzL2wdGhihd3LuWtGqGN7ECW,6vwhhD5KFoiqZyxWYnMPyzL2wdGhihd3LuWtGqGN7ECW
3905,9.0,mSOL,2022-01-03,6yHwMzfu3KGrG83oeSskCWLHYKqbLzJhtDue5NPAz5Ay,6yHwMzfu3KGrG83oeSskCWLHYKqbLzJhtDue5NPAz5Ay
3906,4.535895288,mSOL,2022-01-03,73Qb5KdaYXhdzvPijS5dKRptxVXrcN1ib8PRrBueCWB1,73Qb5KdaYXhdzvPijS5dKRptxVXrcN1ib8PRrBueCWB1
3907,0.536258668,mSOL,2022-01-03,7779cCJbu8LzEPhTM3gtUEBjBLqruqzXzb42jKLZ1e4w,7779cCJbu8LzEPhTM3gtUEBjBLqruqzXzb42jKLZ1e4w
3908,30.0,mSOL,2022-01-03,7PcphDYES8BHW5wDN9BQgn1wAx5SVyXaTf5nFdkHLB4n,7PcphDYES8BHW5wDN9BQgn1wAx5SVyXaTf5nFdkHLB4n
3909,30.0,mSOL,2022-01-03,7SWFtUfuWfAhhT3TXdc1KoARmvN2cVWSgJDpDWmBr84F,7SWFtUfuWfAhhT3TXdc1KoARmvN2cVWSgJDpDWmBr84F
3910,2.827227682,mSOL,2022-01-03,7bNCEp9FT7UAFs8HBcLoTGDMifit8zjQRkiqjrYrcDDy,7bNCEp9FT7UAFs8HBcLoTGDMifit8zjQRkiqjrYrcDDy
3911,0.563781597,mSOL,2022-01-03,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9
3912,5.169968085,mSOL,2022-01-03,7mcUmC7QYgGevWiq4ZYsqc58cThjjwsTw47HdzymK89g,7mcUmC7QYgGevWiq4ZYsqc58cThjjwsTw47HdzymK89g
3913,6.480578427,mSOL,2022-01-03,7vBVMNEZqND64LLfaB7S4GiTxxvCaNuM1FpBUBuPiV9s,7vBVMNEZqND64LLfaB7S4GiTxxvCaNuM1FpBUBuPiV9s
3914,50.000000002,mSOL,2022-01-03,836LYCH1zh1jBotsNWs6QqXBxcCpdx92gX5Rz1K9BPqV,836LYCH1zh1jBotsNWs6QqXBxcCpdx92gX5Rz1K9BPqV
3915,1.200367876,mSOL,2022-01-03,864BqZ1GroRH5bEfEPJQx735JHNtxhpJWuGFefNbdoMG,864BqZ1GroRH5bEfEPJQx735JHNtxhpJWuGFefNbdoMG
3916,16373.246656043,mSOL,2022-01-03,8Epo3biea6oKiaKUYhhWjHZLPtgeEHdf839SC9pp3yoT,8Epo3biea6oKiaKUYhhWjHZLPtgeEHdf839SC9pp3yoT
3917,0.330314342,mSOL,2022-01-03,8Exhqbh4RubB3TWTMgMxAUQa5HNCqDC2tpvCx8cPPw4z,8Exhqbh4RubB3TWTMgMxAUQa5HNCqDC2tpvCx8cPPw4z
3918,1.0,mSOL,2022-01-03,8GutUetUim7K6buC3q8kMgvfWvYjwRFDxtDZ4DTLLNZy,8GutUetUim7K6buC3q8kMgvfWvYjwRFDxtDZ4DTLLNZy
3919,0.016454594,mSOL,2022-01-03,8Jw2karysR8eiDusgSQ9WCsTDSxrTPoPaDXbkJ78nsU6,8Jw2karysR8eiDusgSQ9WCsTDSxrTPoPaDXbkJ78nsU6
3920,99.900000003,mSOL,2022-01-03,8LXpW8fPk757j5zMGnkLYFaPP46MrmtnG5H8W3LcsbNh,8LXpW8fPk757j5zMGnkLYFaPP46MrmtnG5H8W3LcsbNh
3921,5.021331168,mSOL,2022-01-03,8SrofVGNjdDjiDU9SfTm3umjzxGPii9NBa7Z8e68TG3V,8SrofVGNjdDjiDU9SfTm3umjzxGPii9NBa7Z8e68TG3V
3922,10.0,mSOL,2022-01-03,8iBinNVAEHkBFTvKXpA9JHXkRByze1R5G5wYg8kMTJhc,8iBinNVAEHkBFTvKXpA9JHXkRByze1R5G5wYg8kMTJhc
3923,0.929390255,mSOL,2022-01-03,8ihwLzAsxobpDp6i1UET268b6jZCi1n14PimKWiqfEY9,8ihwLzAsxobpDp6i1UET268b6jZCi1n14PimKWiqfEY9
3924,23.993016983,mSOL,2022-01-03,8o9oQHSiTCA4bP4eHACVxjQsAjegQXUCtFZ2Px9LN86c,8o9oQHSiTCA4bP4eHACVxjQsAjegQXUCtFZ2Px9LN86c
3925,2.998350205,mSOL,2022-01-03,8rtFHPJE1vbgTQBgDb3Em8PTSsKtuteCxmSzGsY51Cqb,8rtFHPJE1vbgTQBgDb3Em8PTSsKtuteCxmSzGsY51Cqb
3926,2e-09,mSOL,2022-01-03,8t2BohQrLZ12GaKXJsktyTpMAhueisDPEzLrgWeed2V3,8t2BohQrLZ12GaKXJsktyTpMAhueisDPEzLrgWeed2V3
3927,8.094022757,mSOL,2022-01-03,929MxHqtFrT3Y4dQRuh4C5APinJT6mY3CRnATCuh7WDj,929MxHqtFrT3Y4dQRuh4C5APinJT6mY3CRnATCuh7WDj
3928,20.0,mSOL,2022-01-03,9BcY7oz2dY5V1gSYm7E1xsttUJ5gbXAKokAxGJJC2Dik,9BcY7oz2dY5V1gSYm7E1xsttUJ5gbXAKokAxGJJC2Dik
3929,1.00000482,mSOL,2022-01-03,9Fa9YYrQyC6LBSArz4ik6Wz1WV91jEwx3uqg5b6GnLwZ,9Fa9YYrQyC6LBSArz4ik6Wz1WV91jEwx3uqg5b6GnLwZ
3930,5.626367336,mSOL,2022-01-03,9QJ3kjGtHWXLPwLmPEFxZsvGUai5gma8qZQpw8LqgYQt,9QJ3kjGtHWXLPwLmPEFxZsvGUai5gma8qZQpw8LqgYQt
3931,0.030112647,mSOL,2022-01-03,9Qj97RusYC7ggsvN5yMKyBbKj879Ci9h8U2DecdAiGg5,9Qj97RusYC7ggsvN5yMKyBbKj879Ci9h8U2DecdAiGg5
3932,1.0,mSOL,2022-01-03,9ToDc3kRU5uZLhBfkqXBmsSx2uwDMLD22UNbsABXtqoQ,9ToDc3kRU5uZLhBfkqXBmsSx2uwDMLD22UNbsABXtqoQ
3933,300.0,mSOL,2022-01-03,9qNty17gPMcgENsXhVA59LAZrZg6XgZThsU2UHvEtTL,9qNty17gPMcgENsXhVA59LAZrZg6XgZThsU2UHvEtTL
3934,5.502991972,mSOL,2022-01-03,9yUokY6Z3iGZ2yMhxPYrZqfnGo2rVAaBEE46ZHKr7Bw7,9yUokY6Z3iGZ2yMhxPYrZqfnGo2rVAaBEE46ZHKr7Bw7
3935,0.056373376,mSOL,2022-01-03,ABq54zMqxVXZgvq4qWjERhA7DQezRsUds9dL2G33yXFo,ABq54zMqxVXZgvq4qWjERhA7DQezRsUds9dL2G33yXFo
3936,11.0,mSOL,2022-01-03,ADfMMajdSgX6PKQbVNg5Ys87BQyxk8zLKPCBaeCxeQ1P,ADfMMajdSgX6PKQbVNg5Ys87BQyxk8zLKPCBaeCxeQ1P
3937,4.875078803,mSOL,2022-01-03,AEM2dQV7o7GrL1aWL28fyWGHHcCTVr5wSRCbYc2quFSd,AEM2dQV7o7GrL1aWL28fyWGHHcCTVr5wSRCbYc2quFSd
3938,106.325660431,mSOL,2022-01-03,AJyv1Bz2zRPbXhEAnLitLcw6N2x4eAMnHZxc3osVN2FF,AJyv1Bz2zRPbXhEAnLitLcw6N2x4eAMnHZxc3osVN2FF
3939,210.000000716,mSOL,2022-01-03,ASNsejndZQmh3p5taTGEQajzD9Bed9Skx68ETQC4mucC,ASNsejndZQmh3p5taTGEQajzD9Bed9Skx68ETQC4mucC
3940,111.917168347,mSOL,2022-01-03,ATTh3kkXwDtk6YA4guPtVvhwq47ejhoqZk1i3SuJ5jMh,ATTh3kkXwDtk6YA4guPtVvhwq47ejhoqZk1i3SuJ5jMh
3941,0.040020964,mSOL,2022-01-03,AjtossDi8y3uq5BXTTLe6p3rW4UN8NyLzsi61x1dkAde,AjtossDi8y3uq5BXTTLe6p3rW4UN8NyLzsi61x1dkAde
3942,2.925047282,mSOL,2022-01-03,AsXie2eTVEhDCZSSubQ6KABSUJaXu9AEk1Hw9oVe5rog,AsXie2eTVEhDCZSSubQ6KABSUJaXu9AEk1Hw9oVe5rog
3943,49.994997203,mSOL,2022-01-03,AyEfwLSMedSAkVra6nv1EbS555YJ1hkzzPx2XiaBdGkD,AyEfwLSMedSAkVra6nv1EbS555YJ1hkzzPx2XiaBdGkD
3944,10.0,mSOL,2022-01-03,B1fBtS2qYULQXpWkgmfBLLpUoa1T6DDMfR25XNRX65DK,B1fBtS2qYULQXpWkgmfBLLpUoa1T6DDMfR25XNRX65DK
3945,10.0,mSOL,2022-01-03,B2odzEhARayR3Vf6VX4uzEMAY43UX3F1qnmDqrRmXRex,B2odzEhARayR3Vf6VX4uzEMAY43UX3F1qnmDqrRmXRex
3946,10.0,mSOL,2022-01-03,B7et7mAfYcy7z4x3F1CqiEsSQ6gPjRsCQUvyHnbqM8xr,B7et7mAfYcy7z4x3F1CqiEsSQ6gPjRsCQUvyHnbqM8xr
3947,0.984765918,mSOL,2022-01-03,B8mNFZfjGGoV6PboNMbfzaHjEpMiZphzERoZpjutPqEQ,B8mNFZfjGGoV6PboNMbfzaHjEpMiZphzERoZpjutPqEQ
3948,243.754360827,mSOL,2022-01-03,BL6FFd9PKKK4z3wWMMBkrvzuCVqrPqMQQrWmomKAEMEB,BL6FFd9PKKK4z3wWMMBkrvzuCVqrPqMQQrWmomKAEMEB
3949,220.215850624,mSOL,2022-01-03,BLoM74r6wRo16BbDFQCYBy4iBwDAoXb8JJJt943z1NDM,BLoM74r6wRo16BbDFQCYBy4iBwDAoXb8JJJt943z1NDM
3950,145.093080269,mSOL,2022-01-03,BNipXteSnM3YPoXJiQ4dQ7PwGvgsftb2qNSuBUxtjFk8,BNipXteSnM3YPoXJiQ4dQ7PwGvgsftb2qNSuBUxtjFk8
3951,0.399999999,mSOL,2022-01-03,BV8MyuvUjk6Wb9Wu8LVML4fw6saooqcYakzE9hGZHYX9,BV8MyuvUjk6Wb9Wu8LVML4fw6saooqcYakzE9hGZHYX9
3952,5.0,mSOL,2022-01-03,BZ8zM7xycRoWzHD29VXaL8suzmqRHSxLsp96MhoJmeth,BZ8zM7xycRoWzHD29VXaL8suzmqRHSxLsp96MhoJmeth
3953,500.0,mSOL,2022-01-03,BireEhAhnhgwrXSzTfdGXRVB2hwYh5pDevsSLBaJrDLo,BireEhAhnhgwrXSzTfdGXRVB2hwYh5pDevsSLBaJrDLo
3954,14.621776277,mSOL,2022-01-03,BpMFipryRVdZQBDyEyHJWFQQks9P7xBhESZFjhAiEuAt,BpMFipryRVdZQBDyEyHJWFQQks9P7xBhESZFjhAiEuAt
3955,4071.525435991,mSOL,2022-01-03,Bufs7AufubH1xUSHkLxwvi8XYjykZ8s2W5n74A82kJE5,Bufs7AufubH1xUSHkLxwvi8XYjykZ8s2W5n74A82kJE5
3956,97.646424736,mSOL,2022-01-03,C35WVe5uAj5UMSi2HEG1V5RqPkvwJ4uudxM4hixr5KdS,C35WVe5uAj5UMSi2HEG1V5RqPkvwJ4uudxM4hixr5KdS
3957,39.975646193,mSOL,2022-01-03,C9JmqDAQC6XG7ARj4aQNKsozXt8NvvA489dpJ5ZVEJJx,C9JmqDAQC6XG7ARj4aQNKsozXt8NvvA489dpJ5ZVEJJx
3958,5.0,mSOL,2022-01-03,CPgkro2d6AyXCDQqNFuLBT1xFnDqqHLxFoPFdcBdigKT,CPgkro2d6AyXCDQqNFuLBT1xFnDqqHLxFoPFdcBdigKT
3959,2.01,mSOL,2022-01-03,CgFUyQYSoT5hui97mkSAJt8tJExShj65KeSCYRAkKhrU,CgFUyQYSoT5hui97mkSAJt8tJExShj65KeSCYRAkKhrU
3960,99.23270135,mSOL,2022-01-03,Ch2r6gTY9kS6QasuacxTCD5kyPqyQ85fqwfGWpZy3WMy,Ch2r6gTY9kS6QasuacxTCD5kyPqyQ85fqwfGWpZy3WMy
3961,265.979698192,mSOL,2022-01-03,CqkjZU58iqDgpruqbKzxMsDhBC3PCx9Q9Gn1cXDmgez8,CqkjZU58iqDgpruqbKzxMsDhBC3PCx9Q9Gn1cXDmgez8
3962,3.145525466,mSOL,2022-01-03,Cte8R7NJLEAC2WqKQMQXui2ZeSSGwqeL9GMR3a9S5Kmn,Cte8R7NJLEAC2WqKQMQXui2ZeSSGwqeL9GMR3a9S5Kmn
3963,1.03,mSOL,2022-01-03,D1vLXVYKt1ST74eTAxLBK9XyHo6oLgufokwMMVhEK9wy,D1vLXVYKt1ST74eTAxLBK9XyHo6oLgufokwMMVhEK9wy
3964,9.75464815,mSOL,2022-01-03,DA3hLSwJsAPjHa9QgXUHMYpXhvJeDria1QUaXUXLB14n,DA3hLSwJsAPjHa9QgXUHMYpXhvJeDria1QUaXUXLB14n
3965,5.0,mSOL,2022-01-03,DCENJSStLP2NkW4TqWusPDkoE5zfTt7hJLt821ByGFuR,DCENJSStLP2NkW4TqWusPDkoE5zfTt7hJLt821ByGFuR
3966,7.455422836,mSOL,2022-01-03,DSMu96JHYJPdzU43JwLA5xfhEvecfhZuTyAgWegz8XUc,DSMu96JHYJPdzU43JwLA5xfhEvecfhZuTyAgWegz8XUc
3967,30.0,mSOL,2022-01-03,Dt1LtFMo1NJUjm2FRTdgGYDQcDJbTzzAwKBgDs86bju3,Dt1LtFMo1NJUjm2FRTdgGYDQcDJbTzzAwKBgDs86bju3
3968,4.859638459,mSOL,2022-01-03,Dufkcoohxi46XE2A6tJC4ye5fjG8ovdTtbxZDGkyqQuH,Dufkcoohxi46XE2A6tJC4ye5fjG8ovdTtbxZDGkyqQuH
3969,9.750157608,mSOL,2022-01-03,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC
3970,100.000320582,mSOL,2022-01-03,E6ZmfuyPqKSNjR68oyXmmAPx9ifWK47mhhaLXutSX9Gm,E6ZmfuyPqKSNjR68oyXmmAPx9ifWK47mhhaLXutSX9Gm
3971,2.719613318,mSOL,2022-01-03,EGkpVYJyhPyKm427bKuMLoksCJFcD648J2dfazDhaqG2,EGkpVYJyhPyKm427bKuMLoksCJFcD648J2dfazDhaqG2
3972,3.41115459,mSOL,2022-01-03,EitaPVA8VwzmwcVFrF8C2zpUS5G3sffn7w6dd2KKcGto,EitaPVA8VwzmwcVFrF8C2zpUS5G3sffn7w6dd2KKcGto
3973,5.000000001,mSOL,2022-01-03,EoC1NDMSQawBPHmPCZD5BxWWDuJZPQNPeEHWimBSJPeH,EoC1NDMSQawBPHmPCZD5BxWWDuJZPQNPeEHWimBSJPeH
3974,1.0,mSOL,2022-01-03,EsSvFjkDL4ZpWnyWqKq13cnB4yBa5LZSTMquJSuj8M5G,EsSvFjkDL4ZpWnyWqKq13cnB4yBa5LZSTMquJSuj8M5G
3975,5.0,mSOL,2022-01-03,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy
3976,59.47596141,mSOL,2022-01-03,FBfpvgnrMd3YnApwd13VV8Xmaf8cyXD1Q4xKmYudPiut,FBfpvgnrMd3YnApwd13VV8Xmaf8cyXD1Q4xKmYudPiut
3977,1.070109425,mSOL,2022-01-03,FHyzdmKjNVGKKLPNPmnWcuHBKn7Nyjgf6czqFEfj4iUh,FHyzdmKjNVGKKLPNPmnWcuHBKn7Nyjgf6czqFEfj4iUh
3978,10.0,mSOL,2022-01-03,FWrLpMp3HiHAdzHeqGMTsJsB7BgSAMCpECzfNZZFw7X8,FWrLpMp3HiHAdzHeqGMTsJsB7BgSAMCpECzfNZZFw7X8
3979,56.550914128,mSOL,2022-01-03,FZLiYwTcnEX7gYcVRpBTUT7jZ7aEe9ukDupCdLWiDqTj,FZLiYwTcnEX7gYcVRpBTUT7jZ7aEe9ukDupCdLWiDqTj
3980,100.0,mSOL,2022-01-03,FkmSyKkDPf7kFajZo2uUdn6LJSLaQRaaaLqPA9mru9Dd,FkmSyKkDPf7kFajZo2uUdn6LJSLaQRaaaLqPA9mru9Dd
3981,13.507589836,mSOL,2022-01-03,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7
3982,0.400000001,mSOL,2022-01-03,FrSSqd3AscPDSM37vSzF71Bnt2dDsyCFTR852p7dw3Ys,FrSSqd3AscPDSM37vSzF71Bnt2dDsyCFTR852p7dw3Ys
3983,5.0,mSOL,2022-01-03,G7AxZMsxiyvUb7AUjm7v7RPUrpsZHtUbygGgmsHURcfv,G7AxZMsxiyvUb7AUjm7v7RPUrpsZHtUbygGgmsHURcfv
3984,5.271470879,mSOL,2022-01-03,GCdRPSqAPpYAruGKVVDaiBoQBew8pcpxF4fNFEjy1Te1,GCdRPSqAPpYAruGKVVDaiBoQBew8pcpxF4fNFEjy1Te1
3985,77.807890108,mSOL,2022-01-03,GEAuYyk6eLynGGv7DrJUn8PRtoiBxyWrPQ5PFCTYF5Pz,GEAuYyk6eLynGGv7DrJUn8PRtoiBxyWrPQ5PFCTYF5Pz
3986,1.950929988,mSOL,2022-01-03,GKCWqYgKFef9PbmSuTUULaWs5S6Yc6y6s52BxsDfFQHU,GKCWqYgKFef9PbmSuTUULaWs5S6Yc6y6s52BxsDfFQHU
3987,0.141275,mSOL,2022-01-03,GMdhNtU9FPYaJH5KnkrUApDNJWPyVBk92sdtgeRqL96f,GMdhNtU9FPYaJH5KnkrUApDNJWPyVBk92sdtgeRqL96f
3988,979.635180717,mSOL,2022-01-03,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD
3989,40.0,mSOL,2022-01-03,GTGweC9okwTyyC4hRRFE7p2T6TKrFTJpcZ8yMRXB1pcg,GTGweC9okwTyyC4hRRFE7p2T6TKrFTJpcZ8yMRXB1pcg
3990,1.118000001,mSOL,2022-01-03,GbYTQgbXndUJoczx23Hy3hobAReguEuddijnsRTkn8pJ,GbYTQgbXndUJoczx23Hy3hobAReguEuddijnsRTkn8pJ
3991,0.92,mSOL,2022-01-03,Gf27gNsfKrz4e56V9myBjaRUhEqFcM9Ghj5fBL1Qkf1Z,Gf27gNsfKrz4e56V9myBjaRUhEqFcM9Ghj5fBL1Qkf1Z
3992,300.0,mSOL,2022-01-03,GrU22mDAotm52r1Z8tcTLQXvdAKyp9L4Y1v2MGCuf8Mb,GrU22mDAotm52r1Z8tcTLQXvdAKyp9L4Y1v2MGCuf8Mb
3993,1.501577487,mSOL,2022-01-03,GudkBxMnaa8LFfSuxDDSdfDy1SSy33TF1uHcwyqNK1hq,GudkBxMnaa8LFfSuxDDSdfDy1SSy33TF1uHcwyqNK1hq
3994,19.500315777,mSOL,2022-01-03,H15Ls9MmRqbSn1JZkJ2rkn1W84EcgfbTJhhHKNnx3GBL,H15Ls9MmRqbSn1JZkJ2rkn1W84EcgfbTJhhHKNnx3GBL
3995,0.500000321,mSOL,2022-01-03,H3Ru53JoYrJYVkZ8RqLhePo7jnhm36CyUhnVSBvgpjuh,H3Ru53JoYrJYVkZ8RqLhePo7jnhm36CyUhnVSBvgpjuh
3996,1.950031521,mSOL,2022-01-03,H5z9PXMn7k81zbPZUMRMUmWXjppgU9kMxpHvQ9wbvNQU,H5z9PXMn7k81zbPZUMRMUmWXjppgU9kMxpHvQ9wbvNQU
3997,1.395896608,mSOL,2022-01-03,HPh7FxNb3cyMDDhvpG292STS5KSmPYq1PiwehtW3DvVp,HPh7FxNb3cyMDDhvpG292STS5KSmPYq1PiwehtW3DvVp
3998,1.296770961,mSOL,2022-01-03,HQiekgronhTUJp2dU9uzoc84nZUKMNwWsS1pj88jj8w2,HQiekgronhTUJp2dU9uzoc84nZUKMNwWsS1pj88jj8w2
3999,9.071822403,mSOL,2022-01-03,HYLKPxEC6jU7Tfnv9CRdh97NgQQAChj9iwoVFcFGeUHy,HYLKPxEC6jU7Tfnv9CRdh97NgQQAChj9iwoVFcFGeUHy
4000,1.1,mSOL,2022-01-03,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc,HZMVjBUVeTQP6e1jMzcJZ9bCfe5XUr2RjdW9AY7pGzZc
4001,1.976949431,mSOL,2022-01-03,Hjhc3DHrNkWMBpeVv3KAPGmnjhP8Akdx89bdizd4EZvv,Hjhc3DHrNkWMBpeVv3KAPGmnjhP8Akdx89bdizd4EZvv
4002,0.079999309,mSOL,2022-01-03,J12C9DHsgQxzmnrdFVS5hPhJCFTfgVYTACBBqtaDA6cR,J12C9DHsgQxzmnrdFVS5hPhJCFTfgVYTACBBqtaDA6cR
4003,143.367279066,mSOL,2022-01-03,UywTbJxVgvFXqWaNE1gBxmVqPxxKcMd4NUCTJcwwbGc,UywTbJxVgvFXqWaNE1gBxmVqPxxKcMd4NUCTJcwwbGc
4004,1.87203026,mSOL,2022-01-03,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o
4005,575.841070022,mSOL,2022-01-03,ijbFSAVB6wGycXSxaHLdTD3CJheJqxj79DcVVCk17hD,ijbFSAVB6wGycXSxaHLdTD3CJheJqxj79DcVVCk17hD
4006,200.003152164,mSOL,2022-01-03,q6NUP4ykekqSzPenoejromYtpuTewk27ErrMxRrHBFP,q6NUP4ykekqSzPenoejromYtpuTewk27ErrMxRrHBFP
4007,24.999999992,mSOL,2022-01-03,spqpnFmW1xj9CnCV9wzYESHQazgfrDdy2bURK3wk3bx,spqpnFmW1xj9CnCV9wzYESHQazgfrDdy2bURK3wk3bx
4008,162.081489667,mSOL,2022-01-03,vxJJrvNz8FR1QYg1v9JfSJXxPdfvrof8h6PkVbqwMYJ,vxJJrvNz8FR1QYg1v9JfSJXxPdfvrof8h6PkVbqwMYJ
4009,0.052029705,mSOL,2022-01-04,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s
4010,78.183414199,mSOL,2022-01-05,2qEkxEjGnuNVZwxzHjUYbWmQs3uiMQFiATy2SASPFCdJ,2qEkxEjGnuNVZwxzHjUYbWmQs3uiMQFiATy2SASPFCdJ
4011,14.618501694,mSOL,2022-01-05,31bz9pFqHC6a5DFRk2DrXhzWghNSh6Ybb6D7dcPzvWw7,31bz9pFqHC6a5DFRk2DrXhzWghNSh6Ybb6D7dcPzvWw7
4012,43.267017688,mSOL,2022-01-05,34V6WrcKzzhRSeQm57Fr1Ko7auhorwyXFkxaCBoAxawa,34V6WrcKzzhRSeQm57Fr1Ko7auhorwyXFkxaCBoAxawa
4013,323.242546288,mSOL,2022-01-05,3AcnUKapnSQjHrouyR3QyFxWrXsatSsN1HBKJEDCcXBJ,3AcnUKapnSQjHrouyR3QyFxWrXsatSsN1HBKJEDCcXBJ
4014,2.8,mSOL,2022-01-05,3QSDKKcTYiEAiqugyzD7MercQ5yeYSckciLLtKXY4Edy,3QSDKKcTYiEAiqugyzD7MercQ5yeYSckciLLtKXY4Edy
4015,97.456677976,mSOL,2022-01-05,3SVeFPSRrhWbZFw2vvv8hf5H5t71gL7wLRQdDnUGw4WV,3SVeFPSRrhWbZFw2vvv8hf5H5t71gL7wLRQdDnUGw4WV
4016,0.07,mSOL,2022-01-05,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s
4017,77.013224654,mSOL,2022-01-05,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp
4018,1.950031521,mSOL,2022-01-05,4VUTUxqN7ZkFYjt8KuERSQjYvSFngQrRo8qFev6q6dpB,4VUTUxqN7ZkFYjt8KuERSQjYvSFngQrRo8qFev6q6dpB
4019,3.900196018,mSOL,2022-01-05,4kGq86E5cYsZQqdL52oX8VN7fEwtcCYyVKcaysLHcpjm,4kGq86E5cYsZQqdL52oX8VN7fEwtcCYyVKcaysLHcpjm
4020,1600.0,mSOL,2022-01-05,4kPCtY5yVDy2bdYjyBTAnEs6NRHkiGs5hatfbjDXNh65,4kPCtY5yVDy2bdYjyBTAnEs6NRHkiGs5hatfbjDXNh65
4021,4.417695098,mSOL,2022-01-05,4kr5jg8V2tqdKfk9FMGWgA7R6GxudtVQinXmsV7MLdAr,4kr5jg8V2tqdKfk9FMGWgA7R6GxudtVQinXmsV7MLdAr
4022,1.950031521,mSOL,2022-01-05,59NgZBthjZHzUdStzsMuxgFTqDFSeUt6MzzbViJT9PCB,59NgZBthjZHzUdStzsMuxgFTqDFSeUt6MzzbViJT9PCB
4023,5.0,mSOL,2022-01-05,59UgmC5hRBUejFm3fdyWsxnCQgJHHfCwsBsDu1t6t913,59UgmC5hRBUejFm3fdyWsxnCQgJHHfCwsBsDu1t6t913
4024,0.5,mSOL,2022-01-05,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY
4025,500.0,mSOL,2022-01-05,5opmnTt2ryBUf8pi9g4iaK3a3Uie5Jctx8eyPfTQTbpq,5opmnTt2ryBUf8pi9g4iaK3a3Uie5Jctx8eyPfTQTbpq
4026,8.566861721,mSOL,2022-01-05,5zZs5JrEGRAthV1sMEfHcKchKrs4xmfi1G9bvjURdNGZ,5zZs5JrEGRAthV1sMEfHcKchKrs4xmfi1G9bvjURdNGZ
4027,9.39e-07,mSOL,2022-01-05,66FazQYxrnWXhuP57hF9fYUvwcAah2SJfdEdkNwJJUpx,66FazQYxrnWXhuP57hF9fYUvwcAah2SJfdEdkNwJJUpx
4028,1.0,mSOL,2022-01-05,6LLA6LFcU9JbgvzWyDiHdg4zmzC9fgsKC2q8N5TdT2Hf,6LLA6LFcU9JbgvzWyDiHdg4zmzC9fgsKC2q8N5TdT2Hf
4029,11.00097091,mSOL,2022-01-05,6SBbpJgjs31iV6yPpVzAhxN26TjkHHQKxQ6uc8HTfpkp,6SBbpJgjs31iV6yPpVzAhxN26TjkHHQKxQ6uc8HTfpkp
4030,10.0,mSOL,2022-01-05,6k8EC1oL1DXCZXYEyTBq9Mn4h1zHoHnKcwUP3hudAy1T,6k8EC1oL1DXCZXYEyTBq9Mn4h1zHoHnKcwUP3hudAy1T
4031,54.443178374,mSOL,2022-01-05,6xUPzvPpB42xksCTZfoGgULp24v6PCT9TnoUs8oKK3YF,6xUPzvPpB42xksCTZfoGgULp24v6PCT9TnoUs8oKK3YF
4032,1.379917783,mSOL,2022-01-05,7AuwcWsx9mMgAFKvvBvnp1KbijLCuS2bjx5NxGTrhGnj,7AuwcWsx9mMgAFKvvBvnp1KbijLCuS2bjx5NxGTrhGnj
4033,200.0,mSOL,2022-01-05,7HeUJLJeM21sWDkNDi5RWaw7kRfPPrwwpvooD94yy6Aj,7HeUJLJeM21sWDkNDi5RWaw7kRfPPrwwpvooD94yy6Aj
4034,0.206372351,mSOL,2022-01-05,7JfhPk9dxwpwBXHXRcu1koXdem179zsa3BT5tc9J5J8Z,7JfhPk9dxwpwBXHXRcu1koXdem179zsa3BT5tc9J5J8Z
