,amount,symbol,cash,date,signer,receiver,asset
1707,8676.398723,USDC,USDC,2022-02-14T09:20:12Z,FYN5mGCiVBtErYBCU2jN8QBWZRJkuLnBM6StEhD8n49J,FYN5mGCiVBtErYBCU2jN8QBWZRJkuLnBM6StEhD8n49J,BTC
1708,20.107204,USDC,USDC,2022-02-14T09:43:31Z,4b3Hxcs6H3LSHHnExWYp8Cvps1fuyLksPTLWoywY3coj,4b3Hxcs6H3LSHHnExWYp8Cvps1fuyLksPTLWoywY3coj,SOL
1709,600.0,USDC,USDC,2022-02-14T11:14:24Z,HfdDwAufrrVzpPxSEWsghTRTuErNp9PXUzPVABHtD9fv,HfdDwAufrrVzpPxSEWsghTRTuErNp9PXUzPVABHtD9fv,SOL
1710,9986.411013,USDC,USDC,2022-02-14T13:11:29Z,38cNrYZGUejmRs6qjypcicU65bRDHs4fEZtjuSX61sSN,38cNrYZGUejmRs6qjypcicU65bRDHs4fEZtjuSX61sSN,MNGO
1711,9986.411013,USDC,USDC,2022-02-14T13:15:57Z,38cNrYZGUejmRs6qjypcicU65bRDHs4fEZtjuSX61sSN,38cNrYZGUejmRs6qjypcicU65bRDHs4fEZtjuSX61sSN,MNGO
1712,13872.386834,USDC,USDC,2022-02-14T21:42:27Z,v3iqNntDy5p16cjEfvirA7Xwbx9FPgXWVaz6Q3ANyhT,v3iqNntDy5p16cjEfvirA7Xwbx9FPgXWVaz6Q3ANyhT,SOL
1713,177.856445,USDC,USDC,2022-02-14T21:59:10Z,9hAVBh9QuvruZtXhMV8BFLmmUTfr7JD3xbcdocM1SJda,9hAVBh9QuvruZtXhMV8BFLmmUTfr7JD3xbcdocM1SJda,SOL
1714,2342.993616,USDC,USDC,2022-02-15T00:48:00Z,HJwXhP2AzFLkvTRBXxTRZLGCZ4XBQy8j9zmb6odQZvSa,HJwXhP2AzFLkvTRBXxTRZLGCZ4XBQy8j9zmb6odQZvSa,SOL
1715,46.311773,USDC,USDC,2022-02-15T02:30:30Z,2trQYCS33UHCqzYLi47TszFyDs5rydFvEhoFCkoFmxeJ,2trQYCS33UHCqzYLi47TszFyDs5rydFvEhoFCkoFmxeJ,SOL
1716,201378.547787,USDC,USDC,2022-02-15T05:34:12Z,Df4xj2BkxsjUmqQq4NjRCwVhY3aXPZZmmSiB3siw3BL9,Df4xj2BkxsjUmqQq4NjRCwVhY3aXPZZmmSiB3siw3BL9,SOL
1717,13780.885348,USDC,USDC,2022-02-15T10:48:36Z,BzYhx2B6FF9fzr9gkDm2pawcfUHeQP1PeMWjB7mtVB9P,BzYhx2B6FF9fzr9gkDm2pawcfUHeQP1PeMWjB7mtVB9P,SOL
1718,7363.236467,USDC,USDC,2022-02-15T13:35:02Z,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5,SOL
1719,6765.13706,USDC,USDC,2022-02-15T20:23:55Z,GT89zXM86sbfmn1J1WUoWzFcZ2Ct342CpxL4MzsPDJN6,GT89zXM86sbfmn1J1WUoWzFcZ2Ct342CpxL4MzsPDJN6,SOL
1720,19848.022083,USDC,USDC,2022-02-15T20:38:59Z,B3f5r3XtsUiyiUS6J79kMzYpg4KHnGcxnee4sAhnEPQr,B3f5r3XtsUiyiUS6J79kMzYpg4KHnGcxnee4sAhnEPQr,MNGO
1721,409.470186,USDC,USDC,2022-02-15T23:01:15Z,EJiKr4xgyAjrCAohTM2M6caspRdbTq8LT9zQ7Ajg3k3z,EJiKr4xgyAjrCAohTM2M6caspRdbTq8LT9zQ7Ajg3k3z,MNGO
1722,123.870264,USDC,USDC,2022-02-16T06:34:23Z,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,MNGO
1723,446.164983,USDC,USDC,2022-02-16T06:39:26Z,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,SOL
1724,2000.0,USDC,USDC,2022-02-16T08:27:52Z,3WSe6vkoYaK3bXsHS3HQa8cqssAJzLLnvMgNNV6bRYAU,3WSe6vkoYaK3bXsHS3HQa8cqssAJzLLnvMgNNV6bRYAU,MNGO
1725,140.579617,USDC,USDC,2022-02-16T09:28:45Z,3iw4kmEPf37sx4jiVYDJQysp3qzLkh5aicrA38iMDMZ7,3iw4kmEPf37sx4jiVYDJQysp3qzLkh5aicrA38iMDMZ7,SOL
1726,203.476732,USDC,USDC,2022-02-16T09:29:12Z,3iw4kmEPf37sx4jiVYDJQysp3qzLkh5aicrA38iMDMZ7,3iw4kmEPf37sx4jiVYDJQysp3qzLkh5aicrA38iMDMZ7,BTC
1727,69.467661,USDC,USDC,2022-02-16T13:17:16Z,3RdSAuqNYV58RqGRvXDaDSkW2LfuWkE4CiNBnoVyvzsR,3RdSAuqNYV58RqGRvXDaDSkW2LfuWkE4CiNBnoVyvzsR,SOL
1728,4000.014259,USDC,USDC,2022-02-17T00:32:04Z,BuynJ78KD8hD1GuXcRJ2sHkVKf1nodK1z2tnzb4qyxBx,BuynJ78KD8hD1GuXcRJ2sHkVKf1nodK1z2tnzb4qyxBx,SOL
1729,92.985102,USDC,USDC,2022-02-17T02:46:06Z,HUyRe8siy7GwYY8yo78WAnuCqU75sqrfGWrEd3u4CVVL,HUyRe8siy7GwYY8yo78WAnuCqU75sqrfGWrEd3u4CVVL,SOL
1730,14057.961701,USDC,USDC,2022-02-17T07:52:51Z,6g8xEmAHkGTTdcwmLRywH3raGrDvYvuqNxLEdRYVncKb,6g8xEmAHkGTTdcwmLRywH3raGrDvYvuqNxLEdRYVncKb,SOL
1731,9371.974467,USDC,USDC,2022-02-17T07:54:38Z,7FkrEaFwgU6UrSUAtu4J46kyRgmaCY5dxTx7kP6Xv3ET,7FkrEaFwgU6UrSUAtu4J46kyRgmaCY5dxTx7kP6Xv3ET,SOL
1732,30.042595,USDC,USDC,2022-02-17T08:10:58Z,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS,SOL
1733,200.0,USDC,USDC,2022-02-17T10:25:00Z,4t5P9Sh8vvWYB9r9GMPXsZedhE8CzMRX85AGc3BaLm6p,4t5P9Sh8vvWYB9r9GMPXsZedhE8CzMRX85AGc3BaLm6p,MNGO
1734,22.692296,USDC,USDC,2022-02-17T14:22:29Z,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC,SOL
1735,104.249377,USDC,USDC,2022-02-17T14:36:09Z,AuBGKbQYRosc2rXTAjunHjxxE27n4fPX7fRHsjg2yQfk,AuBGKbQYRosc2rXTAjunHjxxE27n4fPX7fRHsjg2yQfk,MNGO
1736,329.078342,USDC,USDC,2022-02-17T15:13:08Z,G8hyt2CEtZpA5oeCvW1dN5W6xCSi7CPwjiQTSHfYgQhB,G8hyt2CEtZpA5oeCvW1dN5W6xCSi7CPwjiQTSHfYgQhB,MNGO
1737,702.578005,USDC,USDC,2022-02-18T05:48:53Z,7vBY52cDau61d8R7z8QRTsunnyQbUcWdQhmBv3FembUv,7vBY52cDau61d8R7z8QRTsunnyQbUcWdQhmBv3FembUv,MNGO
1738,5949.229335,USDC,USDC,2022-02-18T07:46:03Z,VVJbEnnXZN6uHoxjwv6HnKQ1er7BF7vRVaKsxfoyVtC,VVJbEnnXZN6uHoxjwv6HnKQ1er7BF7vRVaKsxfoyVtC,SOL
1739,10.02878,USDC,USDC,2022-02-18T08:14:27Z,F6QpLpq6fankjhQviWWhmFqh7cySKYusned3Bridvk5R,F6QpLpq6fankjhQviWWhmFqh7cySKYusned3Bridvk5R,SOL
1740,101.023647,USDC,USDC,2022-02-18T08:14:33Z,FxvqbdLuGJSypCxKQUrqZS4q3dqdvvJkLq3NP3WkWvmM,FxvqbdLuGJSypCxKQUrqZS4q3dqdvvJkLq3NP3WkWvmM,SOL
1741,1960.163203,USDC,USDC,2022-02-18T08:14:39Z,3pe49cUnRa6cSPHAys6sumCnzVGPTk2WuS64afYh553A,3pe49cUnRa6cSPHAys6sumCnzVGPTk2WuS64afYh553A,SOL
1742,93940.379551,USDC,USDC,2022-02-18T08:17:06Z,7C6n8o3fzMtTkB7oKjpCbj6qaK8pL3XcACUPVCZoaCTX,7C6n8o3fzMtTkB7oKjpCbj6qaK8pL3XcACUPVCZoaCTX,SOL
1743,6.58259,USDC,USDC,2022-02-18T08:17:18Z,7vBY52cDau61d8R7z8QRTsunnyQbUcWdQhmBv3FembUv,7vBY52cDau61d8R7z8QRTsunnyQbUcWdQhmBv3FembUv,SOL
1744,402.655894,USDC,USDC,2022-02-18T08:18:01Z,6eWkpYDhuPB3SLoCPwiNaKCzL15SHLfZryhypmQ5mNAU,6eWkpYDhuPB3SLoCPwiNaKCzL15SHLfZryhypmQ5mNAU,SOL
1745,101.237388,USDC,USDC,2022-02-18T08:19:55Z,JBesF3mNG5qXhSq5hPBWH6e3EVHM15dP1xyof3KhfahU,JBesF3mNG5qXhSq5hPBWH6e3EVHM15dP1xyof3KhfahU,SOL
1746,9367.68334,USDC,USDC,2022-02-18T08:21:13Z,HQDm4A3EQdygYLSGwb3zjnRXGVsHvDuicka82jeX2FcQ,HQDm4A3EQdygYLSGwb3zjnRXGVsHvDuicka82jeX2FcQ,SOL
1747,9743.334798,USDC,USDC,2022-02-18T08:23:52Z,5jZamLP1eGigWQ7WDAKJuPAADkW63Ga8mQxs4h1sh9pJ,5jZamLP1eGigWQ7WDAKJuPAADkW63Ga8mQxs4h1sh9pJ,SOL
1748,3390.007959,USDC,USDC,2022-02-18T08:25:41Z,EqVnUxzp9Ugz9hjoLbCgZAt8nRDLhaabzMYJXjTqa81k,EqVnUxzp9Ugz9hjoLbCgZAt8nRDLhaabzMYJXjTqa81k,SOL
1749,18024.045957,USDC,USDC,2022-02-18T08:27:51Z,FmkrkF2cM4ERD4kSccFxPTrTiRn15XdRXhccBkx4kp4t,FmkrkF2cM4ERD4kSccFxPTrTiRn15XdRXhccBkx4kp4t,SOL
1750,5016.772739,USDC,USDC,2022-02-18T08:29:01Z,EN5W85vzTPjD7MXfUET5m63iuBkLjYB9TaUAR1EHAduG,EN5W85vzTPjD7MXfUET5m63iuBkLjYB9TaUAR1EHAduG,SOL
1751,4050.135898,USDC,USDC,2022-02-18T08:31:56Z,HnJgjHRknnC3hYWrGDmDpV7d1QcfeCxVq7ALMqNnAf3i,HnJgjHRknnC3hYWrGDmDpV7d1QcfeCxVq7ALMqNnAf3i,SOL
1752,503.899002,USDC,USDC,2022-02-18T08:37:03Z,Ga5K7tiCZPPitmcnR1evPJgPAU8Dm2DNw9unjNq8ABTG,Ga5K7tiCZPPitmcnR1evPJgPAU8Dm2DNw9unjNq8ABTG,ETH
1753,50.067591,USDC,USDC,2022-02-18T08:38:26Z,62Mx5oBcTJ5RD7pQ5tBxDt4ks8S1ovRhU7SGvfHnjsuf,62Mx5oBcTJ5RD7pQ5tBxDt4ks8S1ovRhU7SGvfHnjsuf,SOL
1754,201.5596,USDC,USDC,2022-02-18T08:41:01Z,H65e14obSTsuDXcYijLpq1yXjo2ARAUXwQyi2REMsmHy,H65e14obSTsuDXcYijLpq1yXjo2ARAUXwQyi2REMsmHy,ETH
1755,50143.909495,USDC,USDC,2022-02-18T08:41:31Z,CcpaQVQPuBEMY2gWRYENhtKrVXcoY54czUWvQGeXUW1P,CcpaQVQPuBEMY2gWRYENhtKrVXcoY54czUWvQGeXUW1P,SOL
1756,2562.077392,USDC,USDC,2022-02-18T08:42:00Z,4pwQBg95Cw9znrT3SGkVXw5QvqY6xpjseG8xC7dmPDve,4pwQBg95Cw9znrT3SGkVXw5QvqY6xpjseG8xC7dmPDve,ETH
1757,23.2104,USDC,USDC,2022-02-18T08:50:52Z,HZ73ypT4Xjku3zBzXJVAqMfo1b4qXXaZ2tThQDtSkhzW,HZ73ypT4Xjku3zBzXJVAqMfo1b4qXXaZ2tThQDtSkhzW,SOL
1758,1002.873899,USDC,USDC,2022-02-18T08:52:25Z,FEnFc3wBnUjqf8Mu7FkmjQLjtt4MpTZyNK4eRGaf6D9Q,FEnFc3wBnUjqf8Mu7FkmjQLjtt4MpTZyNK4eRGaf6D9Q,SOL
1759,1879.909395,USDC,USDC,2022-02-18T09:01:51Z,EoSF2yWPhu4Dc4ULqpTj3tgVEfBxt9F43YdAAHrWueet,EoSF2yWPhu4Dc4ULqpTj3tgVEfBxt9F43YdAAHrWueet,SOL
1760,4114.912353,USDC,USDC,2022-02-18T09:04:58Z,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,SOL
1761,20254.461808,USDC,USDC,2022-02-18T09:06:44Z,4BEdcBSyQabJY7XdkyHh2SV7PKnwhSPKsQfqsxCiQrCC,4BEdcBSyQabJY7XdkyHh2SV7PKnwhSPKsQfqsxCiQrCC,SOL
1762,13.23996,USDC,USDC,2022-02-18T09:17:16Z,BBqxBsCwn5YZsneKQEtAsnGbr4JcKLXXzvWbDXoTkN1P,BBqxBsCwn5YZsneKQEtAsnGbr4JcKLXXzvWbDXoTkN1P,SOL
1763,3816.24286,USDC,USDC,2022-02-18T09:19:45Z,GB3rVKCuhX3rCrLNktEzxMDXQKJvT9BKh1jZ5VMAfk5q,GB3rVKCuhX3rCrLNktEzxMDXQKJvT9BKh1jZ5VMAfk5q,SOL
1764,13004.958397,USDC,USDC,2022-02-18T09:34:39Z,ApsKz5CJ3jRG9o6Mju6fEs3Z8VBVE6qCBG2JjtHNwSXb,ApsKz5CJ3jRG9o6Mju6fEs3Z8VBVE6qCBG2JjtHNwSXb,SOL
1765,1170.962374,USDC,USDC,2022-02-18T09:38:41Z,FyfNXdwTY9YdkY3GCCe92Lv1XMYi8D6NKnspAM7JYYLY,FyfNXdwTY9YdkY3GCCe92Lv1XMYi8D6NKnspAM7JYYLY,SOL
1766,4642.080145,USDC,USDC,2022-02-18T09:41:44Z,BS4WnNhEszgPDq1i16YkKMUygXwJrdUmRCUrBD4UVFcE,BS4WnNhEszgPDq1i16YkKMUygXwJrdUmRCUrBD4UVFcE,SOL
1767,9551.999143,USDC,USDC,2022-02-18T09:58:42Z,DKuTBpkCdJ6unXmHvXHi2W6k5Rz9VRbuKMEmDKESpTr6,DKuTBpkCdJ6unXmHvXHi2W6k5Rz9VRbuKMEmDKESpTr6,SOL
1768,8296.890718,USDC,USDC,2022-02-18T09:59:08Z,6X2D8rbKuqAN8ewaj5mFnETHmmTGbConwYdqLZzD72Bx,6X2D8rbKuqAN8ewaj5mFnETHmmTGbConwYdqLZzD72Bx,BTC
1769,3757.615182,USDC,USDC,2022-02-18T10:00:02Z,4fpqRB5s3c9eQNDZ2Vxhghm2osnLnf9JhGNbN4mn7tT4,4fpqRB5s3c9eQNDZ2Vxhghm2osnLnf9JhGNbN4mn7tT4,SOL
1770,96.555266,USDC,USDC,2022-02-18T10:02:17Z,9QsuXC3c8xt68rcoiTQNfr4x7RVZqzJU3eqwjUHkFtPq,9QsuXC3c8xt68rcoiTQNfr4x7RVZqzJU3eqwjUHkFtPq,SOL
1771,108.303496,USDC,USDC,2022-02-18T10:14:12Z,3ZXXECqc6BCMmwLqgpNhdxE44r8GP8mBTqvUaUJqFLKp,3ZXXECqc6BCMmwLqgpNhdxE44r8GP8mBTqvUaUJqFLKp,MNGO
1772,3514.744973,USDC,USDC,2022-02-18T10:27:00Z,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,SOL
1773,400.209104,USDC,USDC,2022-02-18T10:30:22Z,2fE9pjwjvTAhWz1xYC6y2ZwSEzHZJGnkLhXu4ZUxCcPZ,2fE9pjwjvTAhWz1xYC6y2ZwSEzHZJGnkLhXu4ZUxCcPZ,SOL
1774,8655.685776,USDC,USDC,2022-02-18T10:31:26Z,DTToEXpyDRcU36HEFbmuvEihBshp4S8imKw3txNGEW8g,DTToEXpyDRcU36HEFbmuvEihBshp4S8imKw3txNGEW8g,SOL
1775,1.719352,USDC,USDC,2022-02-18T10:32:23Z,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,MNGO
1776,112.077647,USDC,USDC,2022-02-18T11:24:12Z,CnKzimngmVSYjE4PJK8UDoT379bFUbKcRNrTM5gjpi8y,CnKzimngmVSYjE4PJK8UDoT379bFUbKcRNrTM5gjpi8y,SOL
1777,10028.781899,USDC,USDC,2022-02-18T11:24:43Z,fJgXL6DtWQwbv74997HkNY56JnUH7Kf2R3VSoY1Qe69,fJgXL6DtWQwbv74997HkNY56JnUH7Kf2R3VSoY1Qe69,SOL
1778,100.689272,USDC,USDC,2022-02-18T11:27:29Z,CvhSu94LmMEwG7TatDkFEdczgUWR4ULVSvyFxui7n5CN,CvhSu94LmMEwG7TatDkFEdczgUWR4ULVSvyFxui7n5CN,SOL
1779,230.345843,USDC,USDC,2022-02-18T12:08:31Z,46AViJSpXuSpiWdo6knrYbV2UUjmhvK2Rp8D3c8THdkV,46AViJSpXuSpiWdo6knrYbV2UUjmhvK2Rp8D3c8THdkV,SOL
1780,1.719352,USDC,USDC,2022-02-18T12:09:38Z,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,MNGO
1781,928.416028,USDC,USDC,2022-02-18T12:18:39Z,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,SOL
1782,5997.672134,USDC,USDC,2022-02-18T12:50:22Z,5MsSoDhuDoSvE2DkripR2byQUBhP1DsVnt5p8y5Wr9WG,5MsSoDhuDoSvE2DkripR2byQUBhP1DsVnt5p8y5Wr9WG,SOL
1783,198.117657,USDC,USDC,2022-02-18T12:52:14Z,5khaJGn7VJ5BMPWFPsdkNoQ2pJ1zA2ZLXuvwDAHRVTCj,5khaJGn7VJ5BMPWFPsdkNoQ2pJ1zA2ZLXuvwDAHRVTCj,SOL
1784,185.683205,USDC,USDC,2022-02-18T12:59:26Z,AzJpxi4hqG69SR7A5A5Lska68zqqiGA1ZevCmPwdg5R5,AzJpxi4hqG69SR7A5A5Lska68zqqiGA1ZevCmPwdg5R5,SOL
1785,2938.272331,USDC,USDC,2022-02-18T13:12:30Z,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM,MNGO
1786,15744.532045,USDC,USDC,2022-02-18T13:14:42Z,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM,432DaYkzyf5EWRjJXHD7baJp3f95djNtSTtWPNg1VQUM,SOL
1787,3004.055533,USDC,USDC,2022-02-18T13:26:33Z,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,SOL
1788,6236.864605,USDC,USDC,2022-02-18T13:30:07Z,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ,SOL
1789,234.850947,USDC,USDC,2022-02-18T14:08:31Z,HBQpLCrXdmUtWP15zZhgm8scToK26Zv3KoymUWnLzniz,HBQpLCrXdmUtWP15zZhgm8scToK26Zv3KoymUWnLzniz,SOL
1790,469.701897,USDC,USDC,2022-02-18T14:31:14Z,26abN5ZsRo57aZiuqo3jxAXDnRvAjduv3GtWFRNwKJQW,26abN5ZsRo57aZiuqo3jxAXDnRvAjduv3GtWFRNwKJQW,SOL
1791,102.235174,USDC,USDC,2022-02-18T15:16:12Z,8SFxuY3uWJENpQ1Aj9s73fmNrSinLjeax4CbpTEAYAfm,8SFxuY3uWJENpQ1Aj9s73fmNrSinLjeax4CbpTEAYAfm,SOL
1792,469.993456,USDC,USDC,2022-02-18T16:42:42Z,9PUXmu44gc6MwRcQL5noFsmipXtc2m57vMVRdrb3VzCH,9PUXmu44gc6MwRcQL5noFsmipXtc2m57vMVRdrb3VzCH,SOL
1793,4612.553887,USDC,USDC,2022-02-18T16:53:16Z,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,SOL
1794,463.434937,UST,UST,2022-01-21T09:20:54Z,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,LUNA
1795,256.128802,UST,UST,2022-01-25T14:58:02Z,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR,LUNA
1796,94.34971,UST,UST,2022-01-26T17:34:28Z,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,LUNA
1797,0.01,UST,UST,2022-01-28T06:46:46Z,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,LUNA
1798,3910.267214,UST,UST,2022-01-28T09:04:33Z,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV,LUNA
1799,6.185948,UST,UST,2022-01-28T09:21:27Z,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,LUNA
1800,5078.305252,UST,UST,2022-01-28T09:32:51Z,9Dyccozcu9m2e584gigkHGoPWLgf3j72pCwhKLeXhzQ1,9Dyccozcu9m2e584gigkHGoPWLgf3j72pCwhKLeXhzQ1,LUNA
1801,299.699985,UST,UST,2022-01-28T09:38:09Z,BoWSqukN26JQ1AkkfonXYeEee7YA9NZ3GSbRLdmCkfp3,BoWSqukN26JQ1AkkfonXYeEee7YA9NZ3GSbRLdmCkfp3,LUNA
1802,10037.927415,UST,UST,2022-01-28T09:49:21Z,J8KH2UnjMYFDE95bQ5ZPDHYd5asieuzetW4yZV8nXmH7,J8KH2UnjMYFDE95bQ5ZPDHYd5asieuzetW4yZV8nXmH7,LUNA
1803,7.991999,UST,UST,2022-01-28T09:59:22Z,x1aZPL8kKV9GyctT5KWE4wSupztfF4rjRa27nYmeWcv,x1aZPL8kKV9GyctT5KWE4wSupztfF4rjRa27nYmeWcv,LUNA
1804,49949.997515,UST,UST,2022-01-28T10:23:34Z,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,LUNA
1805,4994.999751,UST,UST,2022-01-28T11:05:26Z,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,LUNA
1806,598.691129,UST,UST,2022-01-28T11:06:13Z,A9rThXw79qaVig1GWyp2qHpzvQEx778B5UvHzvfz3rWf,A9rThXw79qaVig1GWyp2qHpzvQEx778B5UvHzvfz3rWf,LUNA
1807,499.499975,UST,UST,2022-01-28T13:15:52Z,iTL8Q2PALRLPqLcgdWG5b2NhdLtvguQVQUCZVGc9T6C,iTL8Q2PALRLPqLcgdWG5b2NhdLtvguQVQUCZVGc9T6C,LUNA
1808,849.149957,UST,UST,2022-01-28T13:18:19Z,Bk2jeKUQMK543yqzohkFAgBrwdB4Z7T1mWMbd1yYPds,Bk2jeKUQMK543yqzohkFAgBrwdB4Z7T1mWMbd1yYPds,LUNA
1809,34.964998,UST,UST,2022-01-28T13:21:20Z,6VbqEJ2VzbpnTpvSLwmk8yv87ZVb7Yjng2CqEFivXdw2,6VbqEJ2VzbpnTpvSLwmk8yv87ZVb7Yjng2CqEFivXdw2,LUNA
1810,499.499975,UST,UST,2022-01-28T13:48:20Z,ADviVcQVefLH778E3pxoHNYURoFTCdLcNxPcq8hMopNb,ADviVcQVefLH778E3pxoHNYURoFTCdLcNxPcq8hMopNb,LUNA
1811,1997.999901,UST,UST,2022-01-28T18:48:49Z,CccdA3invTA3L3vunFyXXFvHFKF3ts593Wa55A2GKKyG,CccdA3invTA3L3vunFyXXFvHFKF3ts593Wa55A2GKKyG,LUNA
1812,2796.102097,UST,UST,2022-01-28T20:46:42Z,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,LUNA
1813,1017.264655,UST,UST,2022-01-28T22:13:02Z,BpvbaZ7GrKt3Aq9TQC59eNfZKco3UaM5fscMjkkHLmmC,BpvbaZ7GrKt3Aq9TQC59eNfZKco3UaM5fscMjkkHLmmC,LUNA
1814,499.04463,UST,UST,2022-01-29T18:24:57Z,BYjKDAtfAh91TgR2r2P1uanwmaquNi2Qjy2jdcNVMffX,BYjKDAtfAh91TgR2r2P1uanwmaquNi2Qjy2jdcNVMffX,LUNA
1815,1289.480507,UST,UST,2022-01-30T02:43:40Z,4sbN39tGRx3HN4xtUdzmwpGSSAfMqgAPQ1iWiuam5FEy,4sbN39tGRx3HN4xtUdzmwpGSSAfMqgAPQ1iWiuam5FEy,LUNA
1816,814.052812,UST,UST,2022-01-30T10:33:54Z,HLrWx8bLn4GLRH23BZLm5UfcAFRMVNWZcvfj6GWpfMkf,HLrWx8bLn4GLRH23BZLm5UfcAFRMVNWZcvfj6GWpfMkf,LUNA
1817,1000.0,UST,UST,2022-01-30T14:57:06Z,AxpB8nQ4zRDtoJ6LtnAjKZ4aKJeapin7d1h349fSw1Pe,AxpB8nQ4zRDtoJ6LtnAjKZ4aKJeapin7d1h349fSw1Pe,LUNA
1818,10000.0,UST,UST,2022-01-30T20:30:07Z,2cS6syQXkWr3ZQKiMiBaixR6mqUSjwMB5YR9AEw4Xax1,2cS6syQXkWr3ZQKiMiBaixR6mqUSjwMB5YR9AEw4Xax1,LUNA
1819,1000.0,UST,UST,2022-01-31T13:56:31Z,Ga5K7tiCZPPitmcnR1evPJgPAU8Dm2DNw9unjNq8ABTG,Ga5K7tiCZPPitmcnR1evPJgPAU8Dm2DNw9unjNq8ABTG,LUNA
1820,2996.655074,UST,UST,2022-02-01T22:59:07Z,GC9LGUiKr5qkVMY6LYP6j1fyWDzQH8w8Ao5vSAZxnrsq,GC9LGUiKr5qkVMY6LYP6j1fyWDzQH8w8Ao5vSAZxnrsq,LUNA
1821,2225.290455,UST,UST,2022-02-04T07:33:18Z,DroC3DHjEyumBRPemTTxhfVr4d1s2b6T74HcNRuwvkUf,DroC3DHjEyumBRPemTTxhfVr4d1s2b6T74HcNRuwvkUf,LUNA
