,amount,symbol,cash,date,signer,receiver,asset
1822,4798.652184,UST,UST,2022-02-04T08:34:05Z,HnMraKW9zMD7A8sgc3hWHsRnZRJSj4J34WRKZRST4yq6,HnMraKW9zMD7A8sgc3hWHsRnZRJSj4J34WRKZRST4yq6,LUNA
1823,10058.462044,UST,UST,2022-02-04T08:38:22Z,89wbNP1iA1FgxqaZsZkX4htqqvo4PfkvrChHc9p2DfNq,89wbNP1iA1FgxqaZsZkX4htqqvo4PfkvrChHc9p2DfNq,LUNA
1824,20116.924089,UST,UST,2022-02-04T08:39:17Z,3mHs9zr7uUA2isxPFdmaomQRqsQTaKJ3A5pyZAq7VPLn,3mHs9zr7uUA2isxPFdmaomQRqsQTaKJ3A5pyZAq7VPLn,LUNA
1825,100.58462,UST,UST,2022-02-04T08:59:57Z,2AaZSBG2FKMFXCbCtdcXdAaLgTD5ZqKkiEMMRHQaR754,2AaZSBG2FKMFXCbCtdcXdAaLgTD5ZqKkiEMMRHQaR754,LUNA
1826,251.461563,UST,UST,2022-02-04T09:16:10Z,HSYWxUgF2g9kU7JBoiRyErjK8JUXKLpGtoVgVXJrQpvZ,HSYWxUgF2g9kU7JBoiRyErjK8JUXKLpGtoVgVXJrQpvZ,LUNA
1827,251.461551,UST,UST,2022-02-04T10:02:13Z,7T8WYKUdd8HFSWG48futoM7MYrFQAZQgDfXp56BcWbdJ,7T8WYKUdd8HFSWG48futoM7MYrFQAZQgDfXp56BcWbdJ,LUNA
1828,5950.295464,UST,UST,2022-02-04T14:00:35Z,4n3BbqLKV5G89UTE7574forDU5Bu2FejxM7ZjHJzWG8B,4n3BbqLKV5G89UTE7574forDU5Bu2FejxM7ZjHJzWG8B,LUNA
1829,50.29294,UST,UST,2022-02-04T14:28:15Z,DbvdEbFzyjfcngH4A33sZANR8NSvMNLGEwCEKozmDyYt,DbvdEbFzyjfcngH4A33sZANR8NSvMNLGEwCEKozmDyYt,LUNA
1830,502.923102,UST,UST,2022-02-04T14:38:59Z,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,LUNA
1831,5027.21933,UST,UST,2022-02-04T23:45:30Z,HRKiSD2AfheGbsSMLUTzU2UNquUE6Uq7QdM7z56Eu8mH,HRKiSD2AfheGbsSMLUTzU2UNquUE6Uq7QdM7z56Eu8mH,LUNA
1832,804.676963,UST,UST,2022-02-05T15:35:18Z,9yUokY6Z3iGZ2yMhxPYrZqfnGo2rVAaBEE46ZHKr7Bw7,9yUokY6Z3iGZ2yMhxPYrZqfnGo2rVAaBEE46ZHKr7Bw7,LUNA
1833,140.889418,UST,UST,2022-02-05T19:26:17Z,F92Kkxzfh6HnbgVJCyhq3mF5qgMADTx3jcLxg7PspxWF,F92Kkxzfh6HnbgVJCyhq3mF5qgMADTx3jcLxg7PspxWF,LUNA
1834,14076.663508,UST,UST,2022-02-06T00:00:39Z,EfMmgbxbUkJ5p38LRiULc2m5KwSd4UPY9zWG5UQKyKGV,EfMmgbxbUkJ5p38LRiULc2m5KwSd4UPY9zWG5UQKyKGV,LUNA
1835,98.901954,UST,UST,2022-02-06T00:49:42Z,DysAeniniBRK62SsJDe7qXmgJtLYfFKTvy2tyvQqrK8i,DysAeniniBRK62SsJDe7qXmgJtLYfFKTvy2tyvQqrK8i,LUNA
1836,410.0,UST,UST,2022-02-06T13:02:29Z,JAPHq4mGg4u9b6f9XA1mZM1eKrk6kRrMuWGjDpdjC4Wo,JAPHq4mGg4u9b6f9XA1mZM1eKrk6kRrMuWGjDpdjC4Wo,LUNA
1837,807.265635,UST,UST,2022-02-06T21:50:04Z,94KFzzXCAvEfSf3jrnUpyN3pne8Xfc6nroB7UxTVqeyB,94KFzzXCAvEfSf3jrnUpyN3pne8Xfc6nroB7UxTVqeyB,LUNA
1838,1005.846205,UST,UST,2022-02-07T10:44:57Z,3qyzQNx1FEnk5XjfUVQeuCuyPg8zMh3GheadcgFWknwR,3qyzQNx1FEnk5XjfUVQeuCuyPg8zMh3GheadcgFWknwR,LUNA
1839,13015.2806,UST,UST,2022-02-07T16:59:22Z,6gqUqD1dtzAnJsL2tMN9zQgF7QgNMhActEFwM1Nw9LML,6gqUqD1dtzAnJsL2tMN9zQgF7QgNMhActEFwM1Nw9LML,LUNA
1840,43852.0,UST,UST,2022-02-08T18:11:52Z,H5sVGgyYtNM6bMWwBPXShwcAziG6jDJB2ibpkQTfci4w,H5sVGgyYtNM6bMWwBPXShwcAziG6jDJB2ibpkQTfci4w,LUNA
1841,635.129748,UST,UST,2022-02-11T05:19:23Z,5daJyxPDty3KcwmLCuzcK38Q3Qjegzphs4CAjVun8RW7,5daJyxPDty3KcwmLCuzcK38Q3Qjegzphs4CAjVun8RW7,LUNA
1842,1508.608397,UST,UST,2022-02-11T08:17:56Z,DroC3DHjEyumBRPemTTxhfVr4d1s2b6T74HcNRuwvkUf,DroC3DHjEyumBRPemTTxhfVr4d1s2b6T74HcNRuwvkUf,LUNA
1843,450.0,UST,UST,2022-02-11T09:39:40Z,D3yaAXitJhiW2eVm21iySXQgh66vgnm3WJfM812Wek8p,D3yaAXitJhiW2eVm21iySXQgh66vgnm3WJfM812Wek8p,LUNA
1844,6034.433591,UST,UST,2022-02-11T09:42:46Z,6iDsqe5Yy5UnmbaXt4LVseuAfuPYBuGXHeSqbJ18HaAm,6iDsqe5Yy5UnmbaXt4LVseuAfuPYBuGXHeSqbJ18HaAm,LUNA
1845,126.512818,UST,UST,2022-02-12T02:11:13Z,5UE4VRBZ2wjkhNRquNj6TdBw5EnWSRBxEmAyeznhFTtv,5UE4VRBZ2wjkhNRquNj6TdBw5EnWSRBxEmAyeznhFTtv,LUNA
1846,5052.991632,UST,UST,2022-02-12T14:07:01Z,7RN7GrWsrtJ6hrkRRyWbB4tBxgEdxHXkVCYwUtR8ReBi,7RN7GrWsrtJ6hrkRRyWbB4tBxgEdxHXkVCYwUtR8ReBi,LUNA
1847,5063.156594,UST,UST,2022-02-12T16:22:26Z,HKN5xJvVDwX92ZPN6HKCd9uuFVDzT3y2w8Kkh9jXRWiw,HKN5xJvVDwX92ZPN6HKCd9uuFVDzT3y2w8Kkh9jXRWiw,LUNA
1848,10.126313,UST,UST,2022-02-12T20:12:26Z,DX8wBjZ4Gb3XJvhvEwZuswrxazJPz7FviXehCcpYi7JP,DX8wBjZ4Gb3XJvhvEwZuswrxazJPz7FviXehCcpYi7JP,LUNA
1849,50000.0,UST,UST,2022-02-13T03:39:15Z,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,LUNA
1850,506.31566,UST,UST,2022-02-13T21:08:26Z,UkzKBuEtL8ZTsQy5ZnKSB4DFMHwLQvngDYsSBw8DCGT,UkzKBuEtL8ZTsQy5ZnKSB4DFMHwLQvngDYsSBw8DCGT,LUNA
1851,5003.336592,UST,UST,2022-02-14T16:41:22Z,9zVfDk83dQT8zLh5CGy4KcVva1ZXSiPZtgFQzwSeifbD,9zVfDk83dQT8zLh5CGy4KcVva1ZXSiPZtgFQzwSeifbD,LUNA
1852,200.0,UST,UST,2022-02-14T18:29:06Z,G6S3vB3ckJMxynHFDDMRy5AZtHnyQYmT531GkPaVdVgL,G6S3vB3ckJMxynHFDDMRy5AZtHnyQYmT531GkPaVdVgL,LUNA
1853,500.0,UST,UST,2022-02-15T11:36:49Z,JA96hh8eN2YS6CtZ5GC71kvYA5dZUH6CbkN1osM6tF2M,JA96hh8eN2YS6CtZ5GC71kvYA5dZUH6CbkN1osM6tF2M,LUNA
1854,108.0,UST,UST,2022-02-17T18:50:47Z,EqvBxUfcHc2Mxj8bsGnTsWDyk98h82WDYbtgn9HjC8dv,EqvBxUfcHc2Mxj8bsGnTsWDyk98h82WDYbtgn9HjC8dv,LUNA
1855,2000.004974,UST,UST,2022-02-17T20:13:47Z,35i2XrcSBN8DRmUUf37wRaBfDezZ9wZv1mXTiWjUanC6,35i2XrcSBN8DRmUUf37wRaBfDezZ9wZv1mXTiWjUanC6,LUNA
1856,16.95242,UST,UST,2022-02-17T22:13:54Z,5HRdzXsEd9wT1UueqEAtGaBmjHBzqw6rcQr1yCrR58ap,5HRdzXsEd9wT1UueqEAtGaBmjHBzqw6rcQr1yCrR58ap,LUNA
1857,30.434335,UST,UST,2022-02-18T05:50:52Z,F6QpLpq6fankjhQviWWhmFqh7cySKYusned3Bridvk5R,F6QpLpq6fankjhQviWWhmFqh7cySKYusned3Bridvk5R,LUNA
1858,25322.329223,UST,UST,2022-02-18T07:42:41Z,3MQyT4Nq9M1XT6NFxmBT7niExnxy8BXKDfX9zC6LmP5c,3MQyT4Nq9M1XT6NFxmBT7niExnxy8BXKDfX9zC6LmP5c,LUNA
1859,483.779578,UST,UST,2022-02-18T09:39:09Z,FyfNXdwTY9YdkY3GCCe92Lv1XMYi8D6NKnspAM7JYYLY,FyfNXdwTY9YdkY3GCCe92Lv1XMYi8D6NKnspAM7JYYLY,LUNA
1860,180.0,UST,UST,2022-02-18T12:09:35Z,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,iKpfbzhjGeTCqYmkMUrbsnoJ4U4gaYrDuZdKgyN5ckR,LUNA
70,1329.246441,,tsUSDC,2022-02-20T12:55:56Z,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
71,91.111159,,tsUSDC,2022-02-22T00:58:56Z,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,SOL (tsUSDC)
72,20706.255859,,tsUSDC,2022-02-23T05:53:08Z,54NkgRFo6RQ9ym3fUYwcdvTzjWkAHNTB92AJNinmQrB6,54NkgRFo6RQ9ym3fUYwcdvTzjWkAHNTB92AJNinmQrB6,SOL (tsUSDC)
73,5799.917106,,tsUSDC,2022-02-24T02:53:40Z,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
74,40312.2246,,tsUSDC,2022-02-25T03:13:31Z,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
75,61.574211,,tsUSDC,2022-02-25T04:21:04Z,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv,SOL (tsUSDC)
76,30.107435,,tsUSDC,2022-02-25T05:11:30Z,AueNcDkDQb61MiPJHJ4B8tdxYryQdPogZAd8QBLTT6Jb,AueNcDkDQb61MiPJHJ4B8tdxYryQdPogZAd8QBLTT6Jb,SOL (tsUSDC)
77,180.642148,,tsUSDC,2022-02-25T06:40:41Z,3ZdrdyS1ByXQdnASEmMu9JxUuQiJbwPzzQzXo1VtXFke,3ZdrdyS1ByXQdnASEmMu9JxUuQiJbwPzzQzXo1VtXFke,SOL (tsUSDC)
78,8028.853409,,tsUSDC,2022-02-25T08:21:27Z,FcBUh6cjqgss9A4rUH1wYVPxBD5s93tJD3mCedvHpoPk,FcBUh6cjqgss9A4rUH1wYVPxBD5s93tJD3mCedvHpoPk,SOL (tsUSDC)
79,1504.150104,,tsUSDC,2022-02-25T14:14:27Z,DzBe66KB1u5S3LhbNiMAXPAk1bt1JyGGAeADnVnRZ9Pw,DzBe66KB1u5S3LhbNiMAXPAk1bt1JyGGAeADnVnRZ9Pw,SOL (tsUSDC)
80,28.007294,,tsUSDC,2022-02-25T16:43:20Z,sNVzUWNWEeQsU6GVqWGEraVy75CWGMrETS3VktAyJVW,sNVzUWNWEeQsU6GVqWGEraVy75CWGMrETS3VktAyJVW,SOL (tsUSDC)
81,60.215816,,tsUSDC,2022-02-25T19:09:38Z,CiucaifKG5GXneDtyi2kTu8Jgd1RUeYdd2UtNCvq1qxv,CiucaifKG5GXneDtyi2kTu8Jgd1RUeYdd2UtNCvq1qxv,SOL (tsUSDC)
82,75.271334,,tsUSDC,2022-02-25T22:24:16Z,4TiMCLPtnsr4T2GcEeyaqq7sSSCfPYskqtj8uM1zZWk1,4TiMCLPtnsr4T2GcEeyaqq7sSSCfPYskqtj8uM1zZWk1,SOL (tsUSDC)
83,8219.001709,,tsUSDC,2022-02-25T22:55:40Z,AjHqDLusodFx7K8QqZs74H4kkntgbJF85TdEu9jgKQJi,AjHqDLusodFx7K8QqZs74H4kkntgbJF85TdEu9jgKQJi,SOL (tsUSDC)
84,2217.177261,,tsUSDC,2022-02-26T07:45:02Z,ErSQW6NiBNzdYYNLGRXD33rGX6zYaudeFLiuU71TpkVh,ErSQW6NiBNzdYYNLGRXD33rGX6zYaudeFLiuU71TpkVh,SOL (tsUSDC)
85,3812.85729,,tsUSDC,2022-02-26T08:26:28Z,5ASJbPN4BXr9ifC4D85mrhGkKtRTki1xuji6W4qaq8oR,5ASJbPN4BXr9ifC4D85mrhGkKtRTki1xuji6W4qaq8oR,SOL (tsUSDC)
86,584.691615,,tsUSDC,2022-02-26T14:02:32Z,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
87,110837.146409,,tsUSDC,2022-02-26T22:55:05Z,RfDv1p3G8jx1o8SJ9BN8cVE9CwFxF9oRXUAFXppgsmS,RfDv1p3G8jx1o8SJ9BN8cVE9CwFxF9oRXUAFXppgsmS,SOL (tsUSDC)
88,999.943315,,tsUSDC,2022-02-28T05:10:43Z,9DqA5b2mPraoSzWhft3YzwmNs83tsZ7rCggduu8Hvww9,9DqA5b2mPraoSzWhft3YzwmNs83tsZ7rCggduu8Hvww9,SOL (tsUSDC)
89,564.147637,,tsUSDC,2022-03-04T02:48:37Z,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,SOL (tsUSDC)
90,100.702045,,tsUSDC,2022-03-04T02:53:17Z,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,SOL (tsUSDC)
91,1221.826937,,tsUSDC,2022-03-04T03:36:22Z,77v8yv5KodLfsa3m3UcdStJqtprq7bP9bUjUb5b7L6Xc,77v8yv5KodLfsa3m3UcdStJqtprq7bP9bUjUb5b7L6Xc,SOL (tsUSDC)
92,4998.733432,,tsUSDC,2022-03-04T04:13:47Z,2kic8gYaNFrvvd1hJvmaHjLQExe4AoY9YUYR8PGFA3xB,2kic8gYaNFrvvd1hJvmaHjLQExe4AoY9YUYR8PGFA3xB,SOL (tsUSDC)
93,100.311855,,tsUSDC,2022-03-04T15:34:54Z,8LhkqrMqc7v79FenXuTjBbbH3FtZNgDuumA4x7B5bLGm,8LhkqrMqc7v79FenXuTjBbbH3FtZNgDuumA4x7B5bLGm,SOL (tsUSDC)
94,5030.367606,,tsUSDC,2022-03-04T21:38:36Z,CYWxgb8NUTWiUxHGvdfEERuJ2CKu9KK8teQq9tyCj7Pt,CYWxgb8NUTWiUxHGvdfEERuJ2CKu9KK8teQq9tyCj7Pt,SOL (tsUSDC)
95,3018.04878,,tsUSDC,2022-03-04T21:53:58Z,Htz3qid6Pj3cumkJjcco9wTzufC5Ey9zipMDamSMj2F,Htz3qid6Pj3cumkJjcco9wTzufC5Ey9zipMDamSMj2F,SOL (tsUSDC)
96,253.443112,,tsUSDC,2022-03-08T17:56:25Z,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,SOL (tsUSDC)
97,9476.900026,,tsUSDC,2022-03-11T06:38:34Z,FUxbSxb9ATX6oSZLLt48sk6otsFoHtDJnvkmAWKcpZbd,FUxbSxb9ATX6oSZLLt48sk6otsFoHtDJnvkmAWKcpZbd,SOL (tsUSDC)
98,499.334177,,tsUSDC,2022-03-11T06:39:41Z,71ENAd9PoeQhUgKJZYTcwamWUzTBTwZ8YahYq1WjisiK,71ENAd9PoeQhUgKJZYTcwamWUzTBTwZ8YahYq1WjisiK,SOL (tsUSDC)
99,437.762073,,tsUSDC,2022-03-11T07:01:37Z,hWQT8ZeqXVDAWAivm3fhwMbRHwcc1DQUtgbifZ3W11S,hWQT8ZeqXVDAWAivm3fhwMbRHwcc1DQUtgbifZ3W11S,SOL (tsUSDC)
100,499.527924,,tsUSDC,2022-03-11T08:38:09Z,G85V1sQfcQ2JwWVsqAuEfEzq3UEZTcZMC4dr5aXosSdo,G85V1sQfcQ2JwWVsqAuEfEzq3UEZTcZMC4dr5aXosSdo,SOL (tsUSDC)
101,847.481959,,tsUSDC,2022-03-11T16:44:06Z,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,SOL (tsUSDC)
308,20142.35222,USDC,USDC,2022-02-19T02:10:25Z,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,BTC
309,63.977638,USDC,USDC,2022-02-19T02:16:37Z,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,SOL
310,9.922794,USDC,USDC,2022-02-19T02:27:01Z,GWxQ29C4mVNvBWJuYgS5WdBU3VYMikmxqRoP7SrLDcVi,GWxQ29C4mVNvBWJuYgS5WdBU3VYMikmxqRoP7SrLDcVi,SOL
311,7980.418644,USDC,USDC,2022-02-19T03:14:08Z,C61mPygi4Wicq7pVbQzrUbs5Yw3iN6vnBLmHXmeFMTt7,C61mPygi4Wicq7pVbQzrUbs5Yw3iN6vnBLmHXmeFMTt7,SOL
312,4375.537116,USDC,USDC,2022-02-19T07:36:12Z,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,SOL
313,11.737706,USDC,USDC,2022-02-19T09:51:10Z,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq,SOL
314,1561.594377,USDC,USDC,2022-02-19T10:00:43Z,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH,MNGO
315,2238.651215,USDC,USDC,2022-02-19T15:13:39Z,4zS2QtjN74W3w86QCNXxAmoutayAxuocpvJ4uhZvaigr,4zS2QtjN74W3w86QCNXxAmoutayAxuocpvJ4uhZvaigr,SOL
316,19.175999,USDC,USDC,2022-02-19T21:22:18Z,3G2FPKYgj1w2BTSh1dcEf1GuRQoBAtDio8aEJjVzn9nX,3G2FPKYgj1w2BTSh1dcEf1GuRQoBAtDio8aEJjVzn9nX,SOL
317,75.152302,USDC,USDC,2022-02-19T21:52:15Z,7rJPr8cZ5TtzfN8NDyBG2ggm5KDotjQGuiWk6Y9FfckN,7rJPr8cZ5TtzfN8NDyBG2ggm5KDotjQGuiWk6Y9FfckN,SOL
318,58.979158,USDC,USDC,2022-02-19T22:54:14Z,CG8L5NTW34U53NLQK7kRMrAGVVSc2edFbh2b9TwCDTti,CG8L5NTW34U53NLQK7kRMrAGVVSc2edFbh2b9TwCDTti,SOL
319,257.584288,USDC,USDC,2022-02-20T11:59:39Z,8jcTMu5kwnM4rLecrGXcF76CTeyKet7B74p57QVPk7WD,8jcTMu5kwnM4rLecrGXcF76CTeyKet7B74p57QVPk7WD,MNGO
320,514.310108,USDC,USDC,2022-02-21T01:35:20Z,FgLwDz4Wc1qhGJ69ceHLQuGhTeJ8mYmQ9FNjobJcdrW,FgLwDz4Wc1qhGJ69ceHLQuGhTeJ8mYmQ9FNjobJcdrW,SOL
321,50.0537,USDC,USDC,2022-02-21T01:45:47Z,Fyfrb3e8wK7VuHvBtxvv65yEarrSgw7qF7zyX4YYTXwK,Fyfrb3e8wK7VuHvBtxvv65yEarrSgw7qF7zyX4YYTXwK,MNGO
322,1038.140454,USDC,USDC,2022-02-21T02:42:13Z,6jUZzXutPPtiVPLvZjnb3C96RhrY1KF4Q66DXEhqhCCJ,6jUZzXutPPtiVPLvZjnb3C96RhrY1KF4Q66DXEhqhCCJ,BTC
323,28.182112,USDC,USDC,2022-02-21T03:05:31Z,5JZ4HbZMJdvpwbJjNv2sFgwLWuQDDNCS9xyRLUbmfwbJ,5JZ4HbZMJdvpwbJjNv2sFgwLWuQDDNCS9xyRLUbmfwbJ,SOL
324,92.469133,USDC,USDC,2022-02-21T06:49:28Z,FpxJgc59KD6RErAmojG2RBYppsEHnrzAhCeHXxHhewXm,FpxJgc59KD6RErAmojG2RBYppsEHnrzAhCeHXxHhewXm,SOL
325,342.412157,USDC,USDC,2022-02-21T11:50:43Z,GzXY6jVkposE6WadgAr6CRjtJG1KAMbhtFvrNjy7yHzd,GzXY6jVkposE6WadgAr6CRjtJG1KAMbhtFvrNjy7yHzd,SOL
326,201852.632853,USDC,USDC,2022-02-21T14:47:16Z,9661n2frVjiqJvPKTEMgKDVscVYSjnoQwjfFmsWsUqia,9661n2frVjiqJvPKTEMgKDVscVYSjnoQwjfFmsWsUqia,SOL
327,114.308394,USDC,USDC,2022-02-21T14:52:56Z,GS6fY6V9tbEYndKYsZF3wYU7MfafLpv6Wi7ALEKy78tn,GS6fY6V9tbEYndKYsZF3wYU7MfafLpv6Wi7ALEKy78tn,SOL
328,702.813002,USDC,USDC,2022-02-21T20:49:10Z,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,BTC
329,160.0,USDC,USDC,2022-02-22T02:08:23Z,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,MNGO
330,100.0,USDC,USDC,2022-02-22T06:01:07Z,FXe9FXTNxvZpzrkQHJwqBHdAydgLCf4ci6dnTz7y3rek,FXe9FXTNxvZpzrkQHJwqBHdAydgLCf4ci6dnTz7y3rek,SOL
331,105.723736,USDC,USDC,2022-02-22T18:19:09Z,4QexE8XPf21bntmFx8QAMHyb1ThGZbbQoezvGJBpV5CH,4QexE8XPf21bntmFx8QAMHyb1ThGZbbQoezvGJBpV5CH,SOL
332,267898.518663,USDC,USDC,2022-02-22T21:33:44Z,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,SOL
333,469.736361,USDC,USDC,2022-02-23T01:01:51Z,Gkf6fZSdkiVBH4Sa8QS7cyhabdJU9aEndfS9NsCFnpfL,Gkf6fZSdkiVBH4Sa8QS7cyhabdJU9aEndfS9NsCFnpfL,SOL
334,1007.798004,USDC,USDC,2022-02-23T20:41:58Z,4yQhT4c9rSC9kA2Mp9qsJsFW3sPpMgUFKMrzpHt2ewXC,4yQhT4c9rSC9kA2Mp9qsJsFW3sPpMgUFKMrzpHt2ewXC,ETH
335,147.661719,USDC,USDC,2022-02-24T11:50:07Z,v4uBLczbooaeDBSQtXhKBw7r3vptUghQcwvWyiuET8Y,v4uBLczbooaeDBSQtXhKBw7r3vptUghQcwvWyiuET8Y,SOL
336,186.467489,USDC,USDC,2022-02-25T03:40:10Z,FYNjYVuF3YJXZs5Wkm34mWsiwzYzadoLYd4UsSZRxNYF,FYNjYVuF3YJXZs5Wkm34mWsiwzYzadoLYd4UsSZRxNYF,SOL
337,12523.51633,USDC,USDC,2022-02-25T03:57:09Z,APtMjE5PHbC4i7LgowvWv82CLM3MGtEUH5TXA3txsx4D,APtMjE5PHbC4i7LgowvWv82CLM3MGtEUH5TXA3txsx4D,SOL
338,74.448341,USDC,USDC,2022-02-25T03:59:24Z,6pP8SGaW5wBE3nywy4e4gQrbJiGxqvWrZRX23qepRbpq,6pP8SGaW5wBE3nywy4e4gQrbJiGxqvWrZRX23qepRbpq,SOL
339,1747.60846,USDC,USDC,2022-02-25T04:23:24Z,FE3Rc3pnyiJwbRuFtNp2Tdfdi6Mig2bDr1MphNdyKfes,FE3Rc3pnyiJwbRuFtNp2Tdfdi6Mig2bDr1MphNdyKfes,SOL
340,3773.486506,USDC,USDC,2022-02-25T05:54:53Z,71qgaqTPh8TRbVdUaiQrBq5WNUng3cubS3RYXq59tUqK,71qgaqTPh8TRbVdUaiQrBq5WNUng3cubS3RYXq59tUqK,SOL
341,93366.127354,USDC,USDC,2022-02-25T07:15:24Z,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,SOL
342,25.080488,USDC,USDC,2022-02-25T07:32:58Z,FXg7RQ7FLfFcJ4zXmciiTwjZjuBqVsmCE56hnarJNDAh,FXg7RQ7FLfFcJ4zXmciiTwjZjuBqVsmCE56hnarJNDAh,SOL
343,1018.306309,USDC,USDC,2022-02-25T07:41:28Z,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,SOL
344,1516.409475,USDC,USDC,2022-02-25T08:17:10Z,2to5wA1v7HUGBTUnmeBvtcr6ZCysnxBggGsiuG2mNrth,2to5wA1v7HUGBTUnmeBvtcr6ZCysnxBggGsiuG2mNrth,ETH
345,10000.0,USDC,USDC,2022-02-25T08:28:00Z,CZ2WWKBJBapiQFwh5rnQkCmeiTbWteKgUABAhJ2ywBR7,CZ2WWKBJBapiQFwh5rnQkCmeiTbWteKgUABAhJ2ywBR7,SOL
346,123.781067,USDC,USDC,2022-02-25T08:28:14Z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,SOL
347,94.072502,USDC,USDC,2022-02-25T09:12:13Z,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,SOL
348,1751.406083,USDC,USDC,2022-02-25T09:13:51Z,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,SOL
349,3000.0,USDC,USDC,2022-02-25T10:58:55Z,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,SOL
350,401.28782,USDC,USDC,2022-02-25T12:16:38Z,DBpCYPg3XaURq987o1MQwphyzjmD7VTWAjfQDgPw95aD,DBpCYPg3XaURq987o1MQwphyzjmD7VTWAjfQDgPw95aD,SOL
